genome	precision	recall	predicted_size	correctly_predicted	real_size
1139_BI	0.9804343478387136	0.9908152596657184	4855141	4760147	4804273
1286_W	0.991041109864997	0.9907528579129298	4873818	4830154	4875236
1036548	0.8935286243362635	0.9905707604368005	6723300	6007461	6064646
1036677	0.9996671864116065	0.9905078588070982	3166938	3165884	3196223
1139_CL	0.9958046047777688	0.9901868820836754	4962107	4941289	4990259
1035912	0.9736260903635576	0.9900759741063134	969860	944281	953746
1049053	0.9939566301542506	0.9898624732773329	4808410	4779351	4828298
1021_U	1.0	0.9897591250188713	5756156	5756156	5815714
1048981	0.973293088839712	0.9895722491173966	4365649	4249056	4293831
1036632	0.9956931279294033	0.9893090057208497	4169151	4151195	4196055
1035915	1.0	0.988596040466169	1260109	1260109	1274645
1021_Y	0.9958288448439498	0.9885797997313319	5493682	5470767	5533966
1035984	0.9957458079486468	0.9885107044221252	2759866	2748125	2780066
1036656	0.9914197013000613	0.9883655221336308	3399532	3370363	3410037
1049023	0.9927782679589343	0.9879851218625139	5891246	5848701	5919827
1220_BI	0.9900052214201942	0.987781918185011	8099329	8018378	8117559
1285_BN	0.9285710247977176	0.987718755560544	4776367	4435196	4490343
1286_CH	0.9963062985214749	0.9876775158790774	6318594	6295255	6373796
1220_AM	0.9575795859213955	0.9874770044990085	3528702	3379013	3421865
1030875	0.9892974759059749	0.9871016808614621	3634096	3595202	3642180
1049047	0.9610660756626188	0.9868365473171057	3262245	3135233	3177054
1035924	0.9276939182334404	0.986693881295294	927543	860476	872080
1048900	1.0	0.9865146013923856	5118678	5118678	5188649
1286_BC	0.9964231369199857	0.9857848174845001	5332326	5313253	5389871
1286_AY	0.9940762353054315	0.9855918183185441	3493893	3473196	3523970
1285_A	0.9980335185450941	0.9855822938266644	6473491	6460761	6555273
1036764	0.9994665236301341	0.9847584907206358	2404980	2403697	2440900
1035996	0.9985022034945553	0.9846135219735364	3518502	3513232	3568133
1220_AF	0.9608551868996132	0.9845650572341378	4637115	4455596	4525446
1036623	0.9845071867625523	0.9844318927953203	2144220	2111000	2144384
1049044	0.9997346448779231	0.9842388041961346	4770965	4769699	4846079
1048936	0.9899462773387558	0.9838062974965228	6692148	6624867	6733914
1286_BG	0.998949826346917	0.9836005515639742	5087730	5082387	5167125
1030821	1.0	0.9835594225199682	4039631	4039631	4107155
1049026	0.9889539191371667	0.9834966288570796	3310767	3274196	3329138
1035933	0.998467776927443	0.983149610633936	2468309	2464527	2506767
1036734	0.9330958338553887	0.9831016959793053	2450251	2286319	2325618
1036620	0.9199301719733107	0.9828526870690104	4289968	3946471	4015323
1220_AZ	1.0	0.9827720118024766	6534229	6534229	6648774
1220_BO	0.984139942805067	0.9821720981067441	8269264	8138113	8285832
1220_AH	0.9994309367076982	0.9819932903857868	4268418	4265989	4344214
1048771	0.9991945385607841	0.9818425837956011	3847484	3844385	3915480
1286_CO	1.0	0.9816029577854585	4383882	4383882	4466044
1035999	0.9869142613569856	0.9815968978710481	1811132	1787432	1820943
1286_AE	0.9997383282176608	0.9808998273411556	4627935	4626724	4716816
1048906	0.989586366542512	0.9805045477487963	4440429	4394188	4481558
1365_G	0.9979194047779997	0.980085300899945	3609544	3602034	3675225
1030803	1.0	0.9795984652387945	2277107	2277107	2324531
1287_CG	1.0	0.978702944738371	6461941	6461941	6602556
1036545	0.9975021888036257	0.9784183547613062	4155238	4144859	4236285
1030773	0.979503198872983	0.9779972859778778	2556838	2504431	2560775
1286_V	0.999584554813558	0.9775699800364446	5930987	5928523	6064551
1220_AG	0.9832441570961582	0.9768578817969201	3516445	3457524	3539434
1030947	0.995963812499278	0.9768307392860941	9175986	9138950	9355715
1049038	0.999291495608489	0.9766847100561418	3206755	3204483	3280980
1220_BU	1.0	0.97546400742544	8859447	8859447	9082290
1030770	0.993977870577	0.9754419722232484	2443986	2429268	2490428
1048933	0.9972767411949032	0.9753417972963411	4533539	4521193	4635496
1030824	0.994287070487121	0.9748577920318133	2073017	2061174	2114333
1036575	0.9629402299495262	0.9748558088657928	5669679	5459562	5600379
1049065	1.0	0.9744968426481536	3673169	3673169	3769298
1365_B	0.9949956414800507	0.974345694297913	3369263	3352402	3440670
1053043	0.9954177807155216	0.9741198156529797	4739843	4718124	4843474
1021_A	1.0	0.973887598023982	2839231	2839231	2915358
1030857	0.9963111091140658	0.9738603655666057	5296714	5277175	5418821
1049074	1.0	0.9724508974601114	4978899	4978899	5119949
1285_BJ	0.9944977010265879	0.9724164460434911	3845847	3824686	3933177
1286_CL	1.0	0.9722473059201758	2859636	2859636	2941264
1287_CI	1.0	0.9721317343094287	4940390	4940390	5082017
1220_AQ	0.947465064752331	0.9718898307228261	4501614	4265122	4388483
evo_1048987.032	0.9755738077417895	0.9714634960372512	3085049	3009693	3098102
1010920	0.963741623698781	0.9713449497225991	4566007	4400451	4530266
1036602	0.9982992849470766	0.9711580662117054	2444854	2440696	2513181
1036596	0.8817715312310792	0.9708348268536409	5541195	4886068	5032852
1048891	0.9834194620059175	0.9705692129446206	3686732	3625604	3735544
1035972	0.994711097098855	0.9701722582475996	2302746	2290567	2360990
evo_1036569.028	0.8907379497958531	0.9693489931236691	3631453	3234673	3336954
1036722	0.9955297511705495	0.9691955604158523	1967452	1958657	2020910
1049017	0.9993433668061846	0.9686470690951595	6799839	6795374	7015325
1048762	0.9706639083789723	0.9684751189929337	3266761	3170927	3274144
1036662	0.9977880307171794	0.9682373816714621	3586397	3578464	3695854
1036692	0.9980388139493884	0.9666069213503057	2098730	2094614	2166976
1285_BK	0.9835507655734133	0.9664014826342647	3400523	3344587	3460867
1049014	1.0	0.9652835268473666	5730841	5730841	5936951
1286_CQ	1.0	0.9651804754099669	3990696	3990696	4134663
1287_CC	0.9968005216916063	0.9637525194489339	6023482	6004210	6230033
1285_CA	1.0	0.9619564882229094	3119698	3119698	3243076
1220_W	0.9791446635960357	0.9615080185864981	4685899	4588173	4771851
1030707	1.0	0.960931541646863	3825234	3825234	3980756
1036587	0.9891559684498432	0.9608571655557023	3839347	3797713	3952422
1036653	0.9968158822269241	0.9607595584282178	5218714	5202097	5414567
evo_1048972.030	1.0	0.9605231642246955	2939490	2939490	3060301
1030860	0.999492595553414	0.9589879423582666	4619589	4617245	4814706
1036761	0.9850953343845462	0.9586084705568663	3853961	3796519	3960448
1285_K	0.9917497944550776	0.9578633459906668	5385684	5341251	5576214
1036794	1.0	0.9574483933237519	3354903	3354903	3504004
1036758	0.9991688873268656	0.9572596807695237	3861089	3857880	4030129
1030710	0.9960208984519034	0.9552854764469689	4407025	4389489	4594950
1030809	1.0	0.9548201270122798	3387254	3387254	3547531
1035897	0.9994526866281087	0.954440355887522	3129834	3128121	3277440
1285_CC	0.9990358782705431	0.9543190326367039	2750690	2748038	2879580
1030788	0.9887807820623828	0.9524920124953923	2924268	2891460	3035679
1285_AG	0.9886614996081163	0.9509533917646844	5109935	5051996	5312559
1139_G	0.9993519174499779	0.9505751958059474	5912827	5908995	6216231
1285_CI	0.9733099643583922	0.9503252468806992	7396131	7198728	7575015
1030767	0.9864200892264133	0.9466471810402507	1362601	1344097	1419850
1035945	0.9995324241829914	0.9458050353054247	2681918	2680664	2834267
1036752	0.9618647007508301	0.9457271673068249	3790871	3646305	3855557
1021_F	0.9896513373276861	0.9447787794300494	4783420	4733918	5010610
1030785	0.9979667288911941	0.9443620432969916	2726149	2720606	2880893
1286_Q	0.9863485434088849	0.9443462646583182	5729645	5651427	5984486
1035909	0.9977881717278516	0.9441692701037322	2685109	2679170	2837595
1036671	0.9921525008578765	0.9441058176910293	2535330	2515434	2664356
1048780	0.9976866837719961	0.9432790021498859	7786657	7768644	8235786
1030815	0.9996916845870648	0.9408730928990239	3350465	3349432	3559919
1048576	0.942365233911185	0.9405163050758732	2905590	2738127	2911302
1220_V	1.0	0.940027437598638	5931873	5931873	6310319
1048657	0.9991809266227264	0.9373960567223514	3589422	3586482	3826005
1036674	1.0	0.9373532399755143	2604690	2604690	2778771
1035936	0.949401063051225	0.9367965512326866	2485487	2359724	2518929
1286_AJ	0.998799664608345	0.9348331284912291	3075807	3072115	3286271
1287_AA	0.982738716849148	0.9303230001316184	6120808	6015155	6465663
1048951	0.9952590938920202	0.9301324250505029	4076225	4056900	4361637
1036560	0.995302634534844	0.9282578036378002	2568461	2556396	2753972
1139_BV	0.9960371116669972	0.9280692443016554	3560282	3546173	3821022
1285_Z	0.9983389996514668	0.9253019312825697	3612281	3606281	3897410
1030956	0.9956340382545071	0.9251711242107569	3902233	3885196	4199435
1048957	0.9976188343194268	0.924971758866464	3851055	3841885	4153516
1036593	0.9986181661057725	0.9208295970543887	3962126	3956651	4296833
1036650	0.9815760538250103	0.9199725779262359	4661922	4576031	4974095
1287_B	1.0	0.9171256399198177	6235086	6235086	6798508
1139_AK	0.9973375778028994	0.9163757627231488	4085002	4074126	4445912
1048954	1.0	0.9157153148716576	4157777	4157777	4540469
1036773	1.0	0.9151464602610826	2725502	2725502	2978214
1036572	0.9995044738712167	0.9106355561403399	2617420	2616123	2872854
1036659	0.9710804061092078	0.906277169031309	5179395	5029609	5549747
1048903	0.9992378593961577	0.9056038609007241	4865244	4861536	5368281
1048969	1.0	0.9054306437813929	3487162	3487162	3851385
1030890	0.9896165337260651	0.9013878952554596	3056879	3025138	3356089
1048786	0.7031118745973803	0.8997845811763638	6403375	4502289	5003741
1049002	0.9997554396544515	0.8966655065977565	4411999	4410920	4919248
1220_AA	0.9978890623485522	0.8909158798937558	4849030	4838794	5431258
1139_BY	0.9989207479765295	0.8897347322762612	5904089	5897717	6628624
1036806	0.9984036858908569	0.8790248364486631	3166670	3161615	3596730
1285_G	1.0	0.871196744253115	4198981	4198981	4819785
1036584	0.9476360138865975	0.867005831925319	2848790	2699616	3113723
1035948	0.9881557609269065	0.8588451715211635	2814955	2781614	3238784
1285_C	0.9922789213945954	0.8558392747693317	3453274	3426611	4003802
1220_M	0.9941645447573036	0.8454977044233795	4482598	4456440	5270789
1048768	0.9649501311793036	0.8387492527071106	2900610	2798944	3337045
1287_BZ	0.9951178935165272	0.8385331749051232	5777629	5749422	6856523
1036713	0.9983423530716412	0.8255334844518026	3634067	3628043	4394786
1220_Z	0.9866769190214063	0.8230014333153287	4886032	4820935	5857748
1036581	0.9873713080411839	0.8222432344063434	3298283	3256630	3960665
1139_BE	0.9992800491886628	0.8174076178116392	5223968	5220207	6386296
1049041	0.9926355616894018	0.8163498047736882	4098208	4068027	4983191
1286_AC	0.9937570234633896	0.7877226919199456	4355935	4328741	5495260
1139_AH	0.9820212866583685	0.7874726199592614	4514283	4433122	5629557
1287_CL	0.9963935163656445	0.748145236077336	4081538	4066818	5435867
1286_AB	1.0	0.7264123144759197	3483341	3483341	4795267
1036776	0.8394892573592926	0.7163576778757521	2081518	1747412	2439301
1286_CJ	0.9873863018862507	0.7132957538077466	4944783	4882411	6844862
evo_1030827.033	0.9825657474122379	0.713253418951093	3245565	3188981	4471035
1286_CC	0.9565546843086699	0.6296816262861237	2903374	2777236	4410540
1286_BR	0.9992595414173696	0.5992337166174035	3229080	3226689	5384692
evo_1036569.038	NA	0.0	0	0	3386954
1285_CJ	NA	0.0	0	0	4299213
1285_CB	NA	0.0	0	0	5040230
1287_BR	NA	0.0	0	0	5747708
1286_K	NA	0.0	0	0	3806186
1285_BI	NA	0.0	0	0	3870877
1286_BK	NA	0.0	0	0	4252585
1287_O	NA	0.0	0	0	5489893
1048882	NA	0.0	0	0	7638482
1285_CN	NA	0.0	0	0	4656265
evo_1220_Q.019	NA	0.0	0	0	4911643
1287_CP	NA	0.0	0	0	4568973
1220_CK	NA	0.0	0	0	4016903
1021_AI	NA	0.0	0	0	5151344
1287_CK	NA	0.0	0	0	3637299
1286_BP	NA	0.0	0	0	3977668
1220_AU	NA	0.0	0	0	4898981
1139_BC	NA	0.0	0	0	5269559
1220_D	NA	0.0	0	0	8154913
1286_BH	NA	0.0	0	0	5536190
evo_1030719.013	NA	0.0	0	0	4830853
evo_1030719.037	NA	0.0	0	0	4462894
1287_AG	NA	0.0	0	0	3865273
1287_AW	NA	0.0	0	0	4714683
1139_CA	NA	0.0	0	0	4365427
1220_AI	NA	0.0	0	0	8258662
1030719	NA	0.0	0	0	4376331
1048765	NA	0.0	0	0	3638028
1052983	NA	0.0	0	0	5066578
1285_BS	NA	0.0	0	0	5333373
1139_BZ	NA	0.0	0	0	5095657
1285_AQ	NA	0.0	0	0	4404946
evo_1030719.028	NA	0.0	0	0	4482932
evo_1220_Q.021	NA	0.0	0	0	4702319
1021_H	NA	0.0	0	0	7479763
1139_M	NA	0.0	0	0	4998990
evo_1036569.006	NA	0.0	0	0	3130311
1036689	NA	0.0	0	0	6461802
1139_AC	NA	0.0	0	0	5348906
1285_X	NA	0.0	0	0	4001535
evo_1220_W.003	NA	0.0	0	0	4781739
1220_CH	NA	0.0	0	0	7580532
evo_1220_W.025	NA	0.0	0	0	4825884
1036542	NA	0.0	0	0	5236188
1048972	NA	0.0	0	0	2997087
1048912	NA	0.0	0	0	5615200
1048930	NA	0.0	0	0	4407838
1048876	NA	0.0	0	0	8996823
1285_O	NA	0.0	0	0	5684790
1287_P	NA	0.0	0	0	3754388
1139_I	NA	0.0	0	0	4869525
1053052	NA	0.0	0	0	5074685
1220_BA	NA	0.0	0	0	6432480
1053016	NA	0.0	0	0	7620688
evo_1048972.019	NA	0.0	0	0	3013812
1286_A	NA	0.0	0	0	3423756
1220_B	NA	0.0	0	0	5152746
1285_CR	NA	0.0	0	0	4190901
1021_BE	NA	0.0	0	0	5186693
1139_AJ	NA	0.0	0	0	5518083
1285_AY	NA	0.0	0	0	4021257
1030818	NA	0.0	0	0	4252841
evo_1048975.038	NA	0.0	0	0	4492770
1286_CB	NA	0.0	0	0	3961278
1139_AP	NA	0.0	0	0	5219205
1285_CD	NA	0.0	0	0	3367037
1049008	NA	0.0	0	0	5179065
1286_AD	NA	0.0	0	0	4323695
1220_CE	NA	0.0	0	0	4170815
evo_1220_Q.034	NA	0.0	0	0	4725452
1285_CO	NA	0.0	0	0	4761644
1287_AT	NA	0.0	0	0	6703149
1286_BE	NA	0.0	0	0	3541971
1286_BQ	NA	0.0	0	0	5447694
1287_BW	NA	0.0	0	0	3422976
1053010	NA	0.0	0	0	7479360
1220_AS	NA	0.0	0	0	2606934
evo_1048972.034	NA	0.0	0	0	3048076
1036686	NA	0.0	0	0	4591985
1286_AQ	NA	0.0	0	0	2971967
1220_T	NA	0.0	0	0	5811062
1287_AV	NA	0.0	0	0	3845226
1286_AN	NA	0.0	0	0	3533256
1139_CP	NA	0.0	0	0	5262480
1036710	NA	0.0	0	0	4980004
1287_BL	NA	0.0	0	0	4406635
1286_BJ	NA	0.0	0	0	5868298
1286_BF	NA	0.0	0	0	4946240
1139_AQ	NA	0.0	0	0	4402454
evo_1030719.005	NA	0.0	0	0	5073996
1021_BD	NA	0.0	0	0	6216233
1052989	NA	0.0	0	0	4907445
1286_CD	NA	0.0	0	0	5159159
1030734	NA	0.0	0	0	5027516
1021_I	NA	0.0	0	0	7482256
evo_1052962.017	NA	0.0	0	0	2623093
1285_CM	NA	0.0	0	0	5864153
1139_BT	NA	0.0	0	0	5219571
1220_BT	NA	0.0	0	0	4067179
1030833	NA	0.0	0	0	5496576
evo_1036686.021	NA	0.0	0	0	4393264
1021_Q	NA	0.0	0	0	5434924
evo_1036569.020	NA	0.0	0	0	3203117
1285_AE	NA	0.0	0	0	5053880
1049077	NA	0.0	0	0	4203003
1030929	NA	0.0	0	0	5863185
1220_AK	NA	0.0	0	0	4569538
1030830	NA	0.0	0	0	4899927
1286_AL	NA	0.0	0	0	5256614
1286_AA	NA	0.0	0	0	3783235
1048975	NA	0.0	0	0	4449882
1139_V	NA	0.0	0	0	4272847
1285_Q	NA	0.0	0	0	5243722
evo_1048963.035	NA	0.0	0	0	5330561
1049071	NA	0.0	0	0	4970338
1220_AL	NA	0.0	0	0	4651645
1220_C	NA	0.0	0	0	4391312
1036551	NA	0.0	0	0	3113870
1285_AI	NA	0.0	0	0	5149325
1220_G	NA	0.0	0	0	6135680
1036563	NA	0.0	0	0	3708799
1285_AO	NA	0.0	0	0	4701792
1286_CN	NA	0.0	0	0	4980070
1286_AM	NA	0.0	0	0	7705122
1285_BB	NA	0.0	0	0	3945713
1286_CI	NA	0.0	0	0	4104131
1285_BP	NA	0.0	0	0	3783721
1286_I	NA	0.0	0	0	4462938
1139_BD	NA	0.0	0	0	5359561
1139_BM	NA	0.0	0	0	4787236
evo_1030827.025	NA	0.0	0	0	4548799
1139_BU	NA	0.0	0	0	3714038
1220_Q	NA	0.0	0	0	4828649
evo_1036686.032	NA	0.0	0	0	4640662
1049068	NA	0.0	0	0	3591095
1048864	NA	0.0	0	0	8109299
1285_AR	NA	0.0	0	0	5668097
1052962	NA	0.0	0	0	2504935
1139_AY	NA	0.0	0	0	5856195
1139_CG	NA	0.0	0	0	7308131
1286_H	NA	0.0	0	0	5044177
1139_F	NA	0.0	0	0	4162808
1285_BX	NA	0.0	0	0	3246333
1285_BU	NA	0.0	0	0	4737228
evo_1048963.038	NA	0.0	0	0	5299365
1220_AP	NA	0.0	0	0	5301455
evo_1048975.026	NA	0.0	0	0	4489712
1286_AV	NA	0.0	0	0	3896588
1139_BL	NA	0.0	0	0	5144408
1286_F	NA	0.0	0	0	3765568
1285_D	NA	0.0	0	0	4107932
1285_BA	NA	0.0	0	0	4392776
evo_1048969.002	NA	0.0	0	0	3668521
1139_BH	NA	0.0	0	0	4449724
1030935	NA	0.0	0	0	6388653
1287_BF	NA	0.0	0	0	5139341
1139_C	NA	0.0	0	0	6521026
1021_M	NA	0.0	0	0	5854787
1285_CP	NA	0.0	0	0	6528023
evo_1030827.038	NA	0.0	0	0	4221455
1286_AK	NA	0.0	0	0	4454054
1021_AC	NA	0.0	0	0	5492341
1287_G	NA	0.0	0	0	7719546
1220_BH	NA	0.0	0	0	6540465
1021_AN	NA	0.0	0	0	7733870
1286_BI	NA	0.0	0	0	4878741
1220_AC	NA	0.0	0	0	8318517
1030845	NA	0.0	0	0	6627040
evo_1052956.014	NA	0.0	0	0	2564959
1030911	NA	0.0	0	0	2001077
1030839	NA	0.0	0	0	6344653
1139_CB	NA	0.0	0	0	6765952
1286_AX	NA	0.0	0	0	4142539
1285_I	NA	0.0	0	0	3378248
1021_AG	NA	0.0	0	0	3924586
1286_BA	NA	0.0	0	0	4658572
1286_BO	NA	0.0	0	0	5029833
1286_AS	NA	0.0	0	0	4213272
1286_X	NA	0.0	0	0	4480805
1030797	NA	0.0	0	0	4099185
evo_1052962.024	NA	0.0	0	0	2557209
1021_B	NA	0.0	0	0	3621509
1365_E	NA	0.0	0	0	5215678
1053019	NA	0.0	0	0	7651985
1365_I	NA	0.0	0	0	3611219
evo_1036662.016	NA	0.0	0	0	3839230
1139_BK	NA	0.0	0	0	4731115
1285_CL	NA	0.0	0	0	3366176
1220_BP	NA	0.0	0	0	5916138
1220_U	NA	0.0	0	0	6057962
1036746	NA	0.0	0	0	2406712
1285_N	NA	0.0	0	0	6526026
1139_S	NA	0.0	0	0	8064627
1220_CD	NA	0.0	0	0	6225796
1139_CE	NA	0.0	0	0	3604947
1021_BA	NA	0.0	0	0	4427657
1053013	NA	0.0	0	0	7376694
1021_L	NA	0.0	0	0	5241012
1220_Y	NA	0.0	0	0	3604941
1286_BX	NA	0.0	0	0	4584229
1220_F	NA	0.0	0	0	4726632
1286_BN	NA	0.0	0	0	4000292
1052980	NA	0.0	0	0	4908221
evo_1030719.009	NA	0.0	0	0	4997566
1287_F	NA	0.0	0	0	5808966
1036779	NA	0.0	0	0	5341403
1036668	NA	0.0	0	0	3474946
1285_BY	NA	0.0	0	0	4367400
1220_CI	NA	0.0	0	0	3544923
1139_AN	NA	0.0	0	0	4786366
1048987	NA	0.0	0	0	3087021
1139_O	NA	0.0	0	0	2637439
1287_CD	NA	0.0	0	0	3944751
1220_BW	NA	0.0	0	0	3594566
1030917	NA	0.0	0	0	2976284
1021_T	NA	0.0	0	0	3465574
1220_H	NA	0.0	0	0	6769685
1220_BM	NA	0.0	0	0	8252076
1285_AF	NA	0.0	0	0	6733218
1035978	NA	0.0	0	0	2553826
evo_1030719.036	NA	0.0	0	0	4419864
1021_R	NA	0.0	0	0	7759353
1220_I	NA	0.0	0	0	6731126
1220_BE	NA	0.0	0	0	4819526
1139_BO	NA	0.0	0	0	5016797
1036611	NA	0.0	0	0	2647357
1285_AZ	NA	0.0	0	0	4201623
1286_U	NA	0.0	0	0	4001074
1287_AN	NA	0.0	0	0	7584207
1285_Y	NA	0.0	0	0	4966528
1036725	NA	0.0	0	0	2120985
1286_T	NA	0.0	0	0	4720348
1048963	NA	0.0	0	0	5264539
1285_AP	NA	0.0	0	0	3953001
1030827	NA	0.0	0	0	4401233
evo_1048987.039	NA	0.0	0	0	3009458
1365_F	NA	0.0	0	0	3690740
1285_BG	NA	0.0	0	0	3344694
1287_BG	NA	0.0	0	0	4784426
1048927	NA	0.0	0	0	4931448
1139_J	NA	0.0	0	0	4494273
1030749	NA	0.0	0	0	4362870
evo_1048969.022	NA	0.0	0	0	3530958
1220_BQ	NA	0.0	0	0	6033766
1139_U	NA	0.0	0	0	6316279
1286_AZ	NA	0.0	0	0	3764595
1287_BM	NA	0.0	0	0	4782583
1286_CG	NA	0.0	0	0	3819951
1365_O	NA	0.0	0	0	5892554
1286_BY	NA	0.0	0	0	3938615
1139_BN	NA	0.0	0	0	5518398
1285_AV	NA	0.0	0	0	5013129
1285_AW	NA	0.0	0	0	4411887
evo_1036569.014	NA	0.0	0	0	3128768
1021_W	NA	0.0	0	0	4944331
1287_CM	NA	0.0	0	0	6364644
1286_N	NA	0.0	0	0	3599646
1048918	NA	0.0	0	0	5641612
1139_Q	NA	0.0	0	0	6609881
1285_AM	NA	0.0	0	0	4699406
1021_G	NA	0.0	0	0	6251331
1285_BQ	NA	0.0	0	0	7472383
evo_1036674.014	NA	0.0	0	0	3046105
1139_AZ	NA	0.0	0	0	7585659
1048909	NA	0.0	0	0	5643643
1139_P	NA	0.0	0	0	7026080
1220_BC	NA	0.0	0	0	9535748
evo_1220_Q.030	NA	0.0	0	0	4756148
1220_BV	NA	0.0	0	0	7094793
evo_1036569.002	NA	0.0	0	0	3128277
1285_AJ	NA	0.0	0	0	4021923
