Genomic bins	SRR2053289	SRR2053288	SRR2053283	SRR2053282	SRR2053281	SRR2053280	SRR2053287	SRR2053286	SRR2053285	SRR2053284	SRR2053308	SRR2053302	SRR2053303	SRR2053300	SRR2053301	SRR2053306	SRR2053307	SRR2053304	SRR2053305	SRR2053294	SRR2053295	SRR2053296	SRR2053297	SRR2053290	SRR2053291	SRR2053292	SRR2053293	SRR2053298	SRR2053299	SRR2053276	SRR2053277	SRR2053274	SRR2053275	SRR2053273	SRR2053278	SRR2053279
bin.213	0.0137057962661	0.0115548119965	0.278605702462	0.112420377657	0.0110427419603	0.0191407979364	0.194534200936	0.0650334811308	0.282696830375	0.0311807260482	0.0600090081843	0.238582711627	0.0150327011637	0.02081025231	0.216663091768	0.0664533481042	0.0130971604788	0.0184994781051	0.00971766633189	1.50805108194	0.0268305244279	0.279749025216	0.232403237066	0.0959171939728	3.24480779927	1.21326907566	1.00964553325	0.185028360049	0.352326322668	0.0214091634327	0.00922903941587	0.0113675482687	0.0390851573205	0.0886962379187	0.00929089729814	0.0189435435474
bin.214	0.520361853264	0.544328555312	0.107057129514	0.160884065039	0.163412122822	0.202046112268	1.38172683707	0.219814592942	0.494983803385	0.0946613848512	1.22596498201	0.429233283331	0.260654137746	0.133815134035	0.526629696713	0.226283166821	0.479891809973	0.147738818729	0.133489742302	2.20670663798	0.0813480484211	1.46840029561	1.2394219037	0.25923522293	0.478917893254	1.09189119222	1.66275425579	0.258412984805	3.78348122954	0.0890160977216	0.105599672301	0.177098455969	0.834416228244	0.349961007945	0.243309898891	0.380239389318
bin.218	7.73004261303	7.6993452253	3.55887716734	4.17448695675	5.17598850885	1.72815761612	4.13790962541	4.60953389657	6.0470593785	0.0481586252327	20.9700628339	0.197401691532	0.0454451641957	0.0340716904067	0.878166017021	4.79685700615	0.0880072527488	0.052863483263	0.0240936097499	7.59678803741	0.0354251209264	3.209866959	2.16828928746	0.0884616081946	3.203049018	9.73429419799	4.59428095151	4.48337466759	3.28087098791	0.0701607386737	0.0785430992151	0.0165540258823	0.117760502816	0.559782511208	0.131118996056	6.80439834249
bin.130	16.3108291555	16.6999422832	1.72648593447	1.32445379602	2.67362478387	3.25179734974	62.5733945165	5.05681072494	4.43350016157	3.67402424179	33.1603644753	14.3498681135	5.48915060313	1.80688503064	33.8724915597	5.24396710594	0.618417560113	0.292884676018	1.85773869602	31.2506422899	1.79815101947	50.4144374492	22.2749583086	7.60799960506	7.30945658084	50.7182219799	24.5623089326	13.1202427644	64.606221425	0.425894649319	0.394574258816	0.185246254159	0.4732045021	6.27094454855	1.41051556113	15.6965622596
bin.102	0.0349470252841	0.00720405675566	0.0164372241876	0.0118619982062	0.0146453534752	0.0197640798549	0.0102362371789	0.00426462807042	0.0214576533127	8.79747746464	0.00610730219569	1.68047121485	0.587296507939	0.391818548411	0.222674482387	0.00493686214249	0.715409202654	0.60703286161	0.434140131139	0.0282635017304	3.55073251081	0.0175347515145	0.0319991387432	8.20923597119	0.0332898723024	0.0193530439246	0.0278672766721	0.0359042834955	0.169192277295	0.0419255476124	0.0140805151654	0.058750632068	0.0522696243107	14.7404624039	0.0195718321757	0.00729064474673
bin.208	2.48150109122	2.51651309996	4.44609765695	3.87602132943	2.53960348644	1.99431574278	2.70541045121	10.3923491538	12.3391051783	0.0665708522862	6.75467373609	0.953672145397	0.0495015276619	0.0341710694774	0.8900498633	10.4253907362	0.0492014338828	0.0253096339286	0.0463526786793	2.70302215163	0.0535789808105	2.70723516897	1.36930413385	0.117752657633	1.85856542442	3.01246407031	2.7029882841	4.2505806017	2.31478029912	0.0430402404496	0.116293246884	0.0185352578191	0.0313020099749	0.0576390848674	1.87214508039	2.295560073
bin.215	0.220312375475	0.190693012567	0.0596978806648	0.0172507950068	0.060377496798	0.0124385453006	1.53989612181	0.0123634236417	0.0371747052628	1.23762363124	0.373115512089	1.81109379281	1.73517819521	0.701417446409	1.89074737295	0.0157943486118	0.369484199582	0.618315364709	0.695751650238	1.86294098986	1.2196680471	1.54045505813	0.488585537133	1.50214216009	0.573969191403	2.10643856995	0.963617622096	0.0311108684371	2.61383784414	0.0332118355385	0.00649584058929	0.0153253854505	0.284241050384	3.73727840161	0.0343538261015	0.156492907382
bin.85	0.0862091359121	0.00747718223853	0.016611384547	0.0116496493057	0.0201630494072	0.0102372186876	0.0109458802478	0.00839479520082	0.0166858100039	6.5182256568	0.00223837249453	0.0824254622371	1.7034526798	2.07966244492	0.0132112181727	0.0104324454616	0.0610280463757	0.184060994142	1.98132137749	0.00557934138755	11.1261848703	0.0105416664804	0.0117605827267	10.0646410984	0.00743169018163	0.00950045276053	0.00884153034905	0.0247134290394	0.0163637581969	0.0133399524526	0.00724477568087	0.0127806189691	0.012820893718	1.82372861312	0.0132887393889	0.00797534823055
bin.180	3.07751078217	3.07630727146	0.0489127327687	0.0381474786647	0.0327416547914	0.051536457594	5.20847402956	0.586365998184	0.802128748694	1.03008787369	4.40950253298	4.25173199117	1.87690200073	1.1847716489	4.2525806409	0.59865177555	0.0775948571657	0.0456608092497	1.20265336147	7.23996325516	1.24677730678	4.33425595428	3.50521250538	2.38214467924	1.90611564072	5.83805476696	5.77116293113	0.635085066561	9.76047934228	0.00944975290072	0.0104379552104	0.00869900882756	0.0255576223149	1.58221342492	0.107947142963	2.78855172192
bin.101	9.95813802932	9.71310846757	17.566390271	22.428671527	38.1731738331	33.1816858713	16.0650807688	9.11301909987	6.08960032833	39.113976573	1.53712086353	165.494473888	96.1463373113	89.6254646999	59.5003580278	8.79194838833	87.0031755763	55.0374494001	86.8772092301	19.5196754363	63.8771112963	26.644602942	22.0949319962	43.0705034371	78.2146785336	8.2093576318	33.4363411992	3.71600208118	11.8302462651	108.749171322	131.927173855	71.1167251128	25.4759383621	34.0836888415	134.254416839	9.9097980991
bin.230	0.0585305734322	0.0415329900502	0.0153860138049	0.00732449225054	0.0166747737369	0.0154282683822	0.88626043877	0.00958387372089	0.00887445292794	3.58495178776	0.0950874590899	0.419552481949	6.00643515757	2.73539665547	0.607139742956	0.00858049811081	1.03351372899	0.646163586801	2.6693947219	0.865064184127	2.72830421897	0.535436883946	0.24233880261	4.72501484489	0.512758046089	0.54934387331	0.807635572198	0.0483221608657	1.66037114718	0.0333744565758	0.00749243373663	0.0180068442667	0.119260319866	2.69048979407	0.0889296555686	0.0445288313222
bin.129	0.0214641263285	0.0124490917101	0.0264752773764	0.0318126070841	0.022518349225	0.0229752645509	0.236110160015	0.0211718319303	0.0184902329307	0.755522394172	0.0111012864759	2.05920897369	0.358035649238	0.16315144294	0.773286370975	0.0181550827092	0.0484150279695	0.0430941644077	0.187070660403	1.68570741672	0.458980226403	0.123389362576	0.0761022524623	1.97614733247	3.36268900696	0.13774778953	1.67147026691	0.0530408337494	0.651111366602	0.0282875618693	0.0488948843598	0.0298283258718	0.021041407663	0.517635533307	0.0938987033597	0.0213017282547
bin.175	0.544494412783	0.557800103107	0.0519169586946	0.115027345934	0.22565461415	0.459688445945	1.13590070008	0.271293153859	0.311327204292	0.633947713373	0.399216082368	0.8388935667	0.720308920748	0.438763977235	0.197322611656	0.267108400884	6.61372146987	7.36722492136	0.467400416718	0.464039303676	0.0963424154578	0.480052878257	0.28176624617	0.263976732105	0.311878024136	0.18162916076	0.804404922821	0.371249345809	1.07490462663	2.03716413258	0.889374683253	7.41734618377	2.73700816972	0.0228351965159	0.518935301595	0.56615243062
bin.70	6.67215657808	6.75563674542	0.109373435713	0.178502335608	0.160876616269	0.165983586575	1.97116298296	2.58166390632	2.29772071665	0.134900343957	12.2244890165	0.708062354928	0.522624056844	0.366133818023	0.606171856838	2.57248971041	0.196717737617	0.164494218435	0.320543975341	1.06945422233	0.162023570254	0.699729816343	0.487112438086	0.215851604565	1.66791130171	1.17701484023	1.14539453604	3.17520634286	0.860711646713	0.0707605380979	0.0165208765641	0.0262691125507	0.102420209829	0.0437040209534	0.0571955388493	7.12575527055
bin.206	0.605458085002	0.581878506678	0.638984580976	0.38221145768	0.719372605602	1.31232459159	6.55914950994	0.596687281733	0.523973931812	0.193039741268	1.6100428879	0.458380181242	0.310863742392	0.0760751837633	0.706595708823	0.62020119273	0.240644096113	0.0749104480277	0.0705601385219	1.00407715588	0.0561430083646	1.53249983394	0.709751721384	0.225184044221	0.46664863381	1.88993211651	0.939469330937	3.42937767703	0.830343756248	0.549935672574	0.090715064616	0.147300664017	0.56347169745	0.21556008839	0.793498555889	0.596036135111
bin.36	0.0558614496239	0.00961531753441	0.00221805285593	0.00614891498167	0.00844714689093	0.00815595223998	0.0373348284535	0.00269947916717	0.00602625165327	2.78411974409	0.00413207442261	0.362074033471	6.39152851666	4.11002957617	0.155839011201	0.00277275635276	0.183883589074	0.0506514153849	3.8380250844	0.238388161029	5.46037867943	0.0512641510799	0.0301517804743	6.47996972235	1.14843910289	0.114097819809	0.220465894995	0.00870176141761	0.16370040038	0.0235710733108	0.00969118294468	0.019437889723	0.0378368339968	1.45357964114	0.125633031991	0.00457603596055
bin.7	5.15422216774	5.1697506343	6.00972599585	5.07514937657	24.4489840481	34.5888254311	5.54776224361	5.37257215409	3.34676885986	16.9543713683	8.47235934568	5.06668865851	12.9081243601	8.25771062782	3.32608602028	5.58767062381	56.9515370242	14.4792210816	8.18452104665	18.8580851183	3.89999504489	4.88807668847	2.92393646216	12.0368129702	9.55097519791	15.3175720401	12.0159061724	3.04005640191	20.391205492	24.6576324271	17.4180575564	15.5765989314	100.382261033	14.2952323949	48.3097579929	4.2140700071
bin.46	0.792440994789	0.824555552817	1.18965558549	1.84432005669	5.00712730522	7.06643660784	0.425115555907	0.958416573481	1.3484088017	0.0549875361608	1.72918909663	0.0358143078816	0.113285493769	0.0614474428059	0.122738889284	0.994764602413	0.578785482001	0.118570675565	0.0539884163119	0.638304071063	0.0240672674978	0.323488817994	0.165715628503	0.0619372332982	0.494885037331	0.354164762632	0.591836377772	0.576991117366	0.494710509798	1.10344153704	4.12991476668	0.41741359928	0.686283892938	0.0253117306687	5.05808751831	0.683574167483
bin.54	15.1767559763	14.704758623	2.31391081116	4.10043965668	2.17688290322	2.16004266352	37.0493703906	7.1298223659	1.32338111068	28.8500508675	1.45183104351	59.8684315061	149.396852041	92.7240885064	57.3727600859	6.90556695745	2.92027174631	3.10410567444	88.9447636691	28.6448143743	68.6300042795	30.0975935516	20.9350759787	48.5138475679	68.2817055902	22.6958211271	46.0416510208	1.88993433319	22.2195451959	0.413528564371	0.225680225497	0.0800388971143	0.625678223374	10.3455885325	22.5538811799	16.4883217754
bin.150	0.0438802087848	0.0432263674869	0.0590109475418	0.0313897492596	0.0844785847276	0.163315325677	0.313005106092	0.034761901348	0.0225886397696	1.48278089666	0.0303087978185	0.342430727651	1.12477631354	0.568644981216	0.0625778255695	0.0315302064463	4.79726740701	12.022237321	0.508917500816	0.300038869141	0.133846629718	0.101523246252	0.0496867880791	0.553074516328	0.297306508048	0.0330274689878	0.548701654584	0.132471672913	0.8162469018	0.786949104754	0.0842912972341	3.59837893168	1.06892198538	0.0257315680226	0.240620249481	0.0573271184423
bin.95	0.049329795809	0.0209556261224	0.00697540379069	0.00770604705134	0.00957275221632	0.0201227216967	0.019862240714	0.0317025125782	0.00849048862033	21.3878758825	0.0348778980468	0.0891869317172	19.1936318349	11.4779360129	0.0521204436465	0.0253719863042	5.12055287479	32.4613435746	11.4256878663	0.0393418916829	4.44684441689	0.0229574587695	0.0229346890925	14.0869515694	0.0420477366629	0.0128163410024	0.0389544040499	0.0236367622763	0.064596960884	0.137816712078	0.0177269691778	0.258456577608	2.54727423883	0.814630365204	0.083006821022	0.0188563518212
bin.43	1.08686593148	1.09697629709	1.00994008142	1.02939388711	2.54268050555	4.18597399702	2.45824159623	0.690841686664	0.912568593884	0.715327305583	1.96464932997	0.895670469855	2.36753457641	1.53467364059	2.08847114257	0.698864822971	4.35191997937	1.07511378338	1.529859267	5.66107465578	0.526415958393	3.01612603265	1.53322266187	1.46442543057	6.92005275446	2.65717902244	4.86579195043	0.540264589804	7.14994574836	2.13786118032	3.35952915677	1.77732264848	2.80087931876	0.364583537457	6.47917025647	0.971969612416
bin.34	3.55838890871	3.59324964573	10.1801485955	12.132575061	13.9729495639	5.74149991068	3.81968057431	20.9976282803	20.8258417687	0.0688900210588	11.36348303	0.822381792894	0.144841334879	0.106499504859	2.8178141991	21.5435712049	0.174400803855	0.181300626011	0.0936717725998	6.83233006457	0.0974688661069	3.91265079399	4.26832810395	0.179856122824	3.73285795868	7.89589460711	5.31186004748	6.32150302478	5.15483233309	0.141635125722	0.265238081264	0.167748217521	0.424215973884	0.404451414119	0.384859615403	3.11592605437
bin.191	0.505881405612	0.520465975083	0.827933900101	1.42064505071	0.789463027469	0.201972094556	0.94239271012	0.282615325238	0.169754849351	1.29580079282	0.052305921013	0.526354406583	2.59320144488	1.20484648463	1.48664212435	0.264611930634	0.506556220422	0.0690873967814	1.14011860165	1.48510485256	1.13808462331	1.961639659	1.84263811888	1.65719090483	2.5838359102	0.39220678576	2.26009775535	0.0832633612358	0.842418924538	0.0849819854255	0.061472610227	0.0249832136695	0.0225464596329	0.506980546331	1.01393795068	0.530607407016
bin.189	1.09930342316	1.08061560796	0.5944540243	0.819402474	1.13281300035	1.22908818337	1.09542590732	1.4596766694	1.00495031793	0.155439604447	3.17128386866	0.168748118474	0.473360430199	0.376551582483	1.00033576	1.49213807157	0.646692518766	0.241483681899	0.361501283456	1.47540998336	0.166026439933	1.1327935228	0.810745416198	0.372838300173	1.08997070983	0.76706969563	1.30422239969	1.04112848107	1.70174258984	0.374135584441	0.949694017083	0.292400205731	0.402439046002	0.124956525352	1.1121707359	0.944275400217
bin.160	0.956325561093	0.992364032563	0.260216320166	0.327983217108	0.888850772317	1.12544254981	1.03132465566	0.0948380860289	0.387933655033	0.499390795314	1.48398694029	0.71918464719	0.424011320097	0.178682475314	1.4398396681	0.10456984026	0.264207075857	0.0306427487607	0.195514941965	3.1267048027	0.370647116375	1.28897929476	1.39423834618	1.17576143129	0.708170688394	1.92321065134	1.75019779862	0.0998570002508	3.89996545257	0.145908073043	0.376327285093	0.0200670872904	0.279760114221	3.26424652116	0.874306976383	0.795413246573
bin.37	31.8527732837	31.9634083753	2.59017562692	2.99843334876	1.06950536961	0.241313860609	17.7553234581	14.1964902735	7.85639459583	0.107453702921	4.60490717884	1.25968318722	0.107654499434	0.0784091195571	7.78285153891	13.8196179236	0.0609021455339	0.0205279718808	0.064197610746	10.2502246372	0.0620257799161	19.0316400615	13.1888947671	0.112753002909	11.6489766008	5.85551750771	17.2384863054	7.15651990028	5.1987342634	0.0380566515958	0.117422891545	0.0263543475109	0.0124406928452	0.108113465917	0.30203522429	33.2537147869
bin.145	0.181603176169	0.166293780916	5.28618041295	4.4037519207	0.0915886942108	0.0254251060921	0.680086063912	1.36364922226	3.40927141512	0.862865050948	1.01616772574	0.0802160198168	0.159175891177	0.122853172189	0.063239138115	1.41029047244	0.017293357975	0.054448214519	0.132269915663	0.166032636872	0.553621852323	0.0952943893097	0.0393404712722	1.65099202476	0.500025735662	0.381213577938	0.197293294367	3.89589698996	0.0478631579838	0.0128318138524	0.0136065404408	0.0124863751582	0.0212885699012	4.4508369926	0.011714378666	0.183322530286
bin.121	2.4445978305	2.47513841839	0.682833580736	0.780271157566	0.49751480284	0.55697159363	2.04207497479	1.6792445758	2.85839434033	0.0225524271696	3.68385655507	0.203098708143	0.0718031622153	0.0560050207825	0.468772873136	1.74229433111	0.137128199803	0.00985623355242	0.0546808561347	3.82357816005	0.013702352111	1.80030457175	1.11415158009	0.0568173570993	0.921946523282	2.90909154848	2.39359054754	2.03418878845	2.45381480431	0.167039239308	0.385425615119	0.0250572400267	0.134223258656	0.196557420902	0.432850912654	1.98519480289
bin.32	1.01651057782	1.04553883594	0.755387532186	0.552412099974	2.10003057498	4.05875868138	4.06480193312	0.190461784439	0.489535987576	0.71709715509	1.70770863966	1.52652019401	3.68063674749	2.9648213354	2.5951680062	0.194837021506	4.59414114446	2.45457542959	2.97427324638	6.36639174817	0.739609380755	4.61048749038	2.66655927767	1.51266011964	11.8664471505	3.32075357471	5.70181165621	0.317721291084	6.0623116799	2.04547614628	3.59167038737	1.59483500506	2.95313141613	0.322996018358	7.7837599747	0.917038270013
bin.81	3.27815879723	3.31724074697	0.0334639449417	0.0382169647565	0.03624250735	0.0183187853324	1.09214808454	0.676742886945	0.263002070412	0.00726558786344	4.91013692393	0.0219071079276	0.00658070662708	0.009903231752	0.0775555576799	0.684917457972	0.00193908364319	0.00725240425462	0.00900369630022	5.06135957818	0.00373913307544	0.62897011214	0.201075624077	0.0115481142316	4.70578002859	4.50907186859	3.24272998429	0.300837784882	0.885009281143	0.00595757887231	0.00814788926577	0.00384882928329	0.00441548552532	0.114917922497	0.0095911774229	2.63124214346
bin.22	0.0103079729503	0.00148758225876	0.00950522597806	0.0053887023056	0.00368736667451	0.00673413994604	0.00871118886575	0.00130242465566	0.00415876806672	0.445059151457	0.00423700230429	4.58581409091	2.50826599941	2.07655762239	0.774394035742	0.000968803378864	0.0915994335169	0.109096629895	2.08047177337	0.202145686445	1.51084172053	0.052851133313	0.0348429217218	0.830209351648	0.315382035443	0.0337424874634	0.190475877748	0.00751221141334	0.993359913977	0.00613283863108	0.00264279208915	0.00162298307392	0.0145452323659	0.170722821956	0.0300299436363	0.00309253411689
bin.114	1.64401178537	1.69231931087	4.93863762187	6.50258969421	4.5858242944	2.87209690674	1.3624330136	3.7980517049	1.28428097724	0.157559009802	0.275230983608	0.630254674766	0.398601694897	0.204036069045	1.82796224178	3.6502421432	0.502402609247	0.0827084574715	0.217106350907	1.62091594776	0.13840792419	1.82906898027	1.1796199765	0.181402083317	6.60167116814	0.722618420546	2.77169393591	1.26045452041	0.69179814888	0.94336082413	2.99174952856	0.14160977844	0.113721693578	0.0393049191743	7.41377510235	1.48068972026
bin.83	1.25056366749	1.2606465006	0.82511787722	0.883269305274	0.72615572152	0.309708791859	0.82516984233	2.0119089346	1.23315222835	0.221617695852	2.5040694315	0.524348220781	0.282452535495	0.184387378957	0.639168391041	2.0556491179	0.192259854874	0.124974705724	0.192873176663	1.59671017571	0.227844974598	0.782082545043	0.64162743546	0.542570772203	0.8244998973	2.28253190273	1.11113902343	1.21419309303	0.951828389268	0.117256889294	0.0606853553906	0.0706272837618	0.29166434124	1.40119979261	0.166494243061	1.07818457526
bin.138	0.637784560815	0.672919567993	0.867883907338	0.44023244648	0.573993153283	0.751873692324	1.8083749094	0.772239126611	0.778330464518	0.0458340603806	1.47522586501	0.188091565724	0.0621130299135	0.0234483264944	0.393604964696	0.779879912534	0.149736249594	0.114329781927	0.0436914521134	0.732052411586	0.0609468605877	0.790749997827	0.449973595249	0.0608607826217	0.22078734512	1.30344438215	0.625577752055	2.2725678462	0.47069032352	0.862362741384	0.26787171691	0.0850941010439	0.388323392307	0.0877276292225	0.397207373757	0.527468003227
bin.177	1.25321722656	1.25859367247	0.0301258097935	0.0228465934271	0.01560485051	0.0275680814067	3.33707048998	0.304175551472	0.192689096065	0.142948472351	1.15467838056	0.543795363703	0.0798066310174	0.0487667005345	1.23534396381	0.304035049867	0.0106534461269	0.0139661084368	0.0513841517905	4.18480294397	0.126533361965	2.57532675876	1.75403224283	0.281954433338	0.612607946274	4.57964736003	3.42308984934	0.339972221618	3.18993675446	0.00479407555589	0.00419422009081	0.00341026598271	0.00256847725631	0.177958664034	0.0107692252902	1.18242172401
bin.8	0.125928471991	0.121430588748	0.0159008703859	0.0100345169479	0.0120879112049	0.012894341625	0.327223524193	0.117081916825	0.0233455031429	0.0558089474621	0.105334702212	3.59892749021	0.145396309501	0.112766147652	2.42048126915	0.115423169291	0.0325728912421	0.064489507218	0.132796743856	0.433725845506	0.110342152587	0.947819612988	0.707093794403	0.212839722117	0.457481588811	0.211881991502	0.49394226736	0.0474229142635	1.46234793821	0.00773845955748	0.00546142432095	0.0052016372967	0.0238889489743	0.0335528025339	0.0253599518794	0.10792190314
bin.148	1.06569890314	1.05869637083	1.10853067638	0.946310694251	8.39271120088	8.68908576015	3.42184015188	2.86674714084	1.77598041096	0.0666338977289	9.9059041011	0.294191996682	0.0694625568096	0.0529552670969	0.440787356524	3.06757670987	0.0827503086471	0.0813539047869	0.0519915711539	1.65148102602	0.0347795322711	0.621743309094	0.598638612333	0.0862840655962	0.530032721049	1.5980518095	0.981466774401	6.25738898672	0.699692596465	0.127094959581	0.0773242125729	0.0471204381463	0.26058709435	0.185786522873	1.18873866333	0.984807057425
bin.96	8.46095729962	8.45638888032	0.258656641303	0.154832882853	0.344615626807	0.113155463846	5.64948757572	9.32435509763	0.549000815142	0.218648202316	16.6897880696	0.391248640903	0.334679413641	0.232395996924	2.06040535376	9.45720715045	0.27586443022	0.0662835644757	0.226799417348	6.655006541	0.194199507156	5.74156883239	2.49627121875	0.347309889027	2.89799201549	5.9145557406	6.19068238712	6.87401835367	3.98622788559	0.0903793611052	0.102381849949	0.0684727403542	0.0583097909098	0.195416836302	0.0991485995559	7.98430580081
bin.220	78.706525483	79.1291760464	48.9812539932	65.9295880159	48.2555668822	28.3836983429	44.9246226393	63.7346428494	57.8747063983	3.32828229357	14.3856582195	15.3788343699	5.35353244894	4.20150763498	35.3482617437	62.0547320484	6.13448364177	3.04561046573	4.07368768931	23.652200434	4.22228397436	49.457395142	50.2233170009	3.76517795413	33.6373402114	13.0166050455	38.5016425314	34.4158055625	12.2348806187	13.965878836	24.392029031	5.49514897307	2.16257247614	1.64916548131	36.7387231193	81.5974836638
