genome	precision	recall	predicted_size	correctly_predicted	real_size
1139_AA	0.8975895629141999	0.7213335269883691	3258994	2925239	4055321
1052992	1.0	0.6927314472097069	4793074	4793074	6919094
1030812	0.9899418058305635	0.6899400201335547	2583764	2557776	3707244
evo_1139_Y.035	1.0	0.6733324329886299	4816223	4816223	7152816
1036557	0.9492300287751896	0.668787614052717	2437169	2313434	3459146
1048978	0.7859069878300724	0.5503439178157163	2525734	1984992	3606821
1053034	0.9954698374482808	0.3939936429355455	1003496	998950	2535447
1139_T	NA	0.0	0	0	5520095
evo_1035921.008	NA	0.0	0	0	3020708
1030716	NA	0.0	0	0	1857974
evo_1030728.009	NA	0.0	0	0	2473538
1036731	NA	0.0	0	0	2472183
1286_BD	NA	0.0	0	0	3028188
1048945	NA	0.0	0	0	7222220
1220_BD	NA	0.0	0	0	7278798
1286_BU	NA	0.0	0	0	2936314
1220_BB	NA	0.0	0	0	5505638
1285_BV	NA	0.0	0	0	2939605
1285_BO	NA	0.0	0	0	3571323
1052974	NA	0.0	0	0	3644343
evo_1030728.011	NA	0.0	0	0	2509968
evo_1286_G.010	NA	0.0	0	0	3139809
1052995	NA	0.0	0	0	6855845
1139_AF	NA	0.0	0	0	4512274
1052965	NA	0.0	0	0	2364702
1139_AW	NA	0.0	0	0	5592814
1030776	NA	0.0	0	0	2645012
1030800	NA	0.0	0	0	424499
evo_1139_Y.018	NA	0.0	0	0	7291951
1139_AL	NA	0.0	0	0	4823186
1036782	NA	0.0	0	0	2937124
1036011	NA	0.0	0	0	738955
1053031	NA	0.0	0	0	3800076
1287_BC	NA	0.0	0	0	9206646
evo_1030728.035	NA	0.0	0	0	2456477
1139_Y	NA	0.0	0	0	7149702
1052959	NA	0.0	0	0	2512984
1021_C	NA	0.0	0	0	9221387
1286_Y	NA	0.0	0	0	3842440
evo_1035921.007	NA	0.0	0	0	3113636
1285_CK	NA	0.0	0	0	3460922
1049011	NA	0.0	0	0	3845886
1048942	NA	0.0	0	0	7189318
1286_AO	NA	0.0	0	0	3907241
1285_AC	NA	0.0	0	0	3461926
