genome	precision	recall	predicted_size	correctly_predicted	real_size
1139_BY	NA	0.0	0	0	6628624
1030893	NA	0.0	0	0	2925450
1036578	NA	0.0	0	0	2736174
1285_BY	NA	0.0	0	0	4367400
1030758	NA	0.0	0	0	2978743
1287_C	NA	0.0	0	0	4138113
1286_AE	NA	0.0	0	0	4716816
1021_F	NA	0.0	0	0	5010610
1030935	NA	0.0	0	0	6388653
1220_AK	NA	0.0	0	0	4569538
1286_CQ	NA	0.0	0	0	4134663
1048762	NA	0.0	0	0	3274144
1035933	NA	0.0	0	0	2506767
1048954	NA	0.0	0	0	4540469
1035990	NA	0.0	0	0	5825138
1030773	NA	0.0	0	0	2560775
1048888	NA	0.0	0	0	8637167
1220_K	NA	0.0	0	0	3874974
1285_BL	NA	0.0	0	0	4492717
1286_CG	NA	0.0	0	0	3819951
1048951	NA	0.0	0	0	4361637
1220_BU	NA	0.0	0	0	9082290
1139_CM	NA	0.0	0	0	3412031
1285_BK	NA	0.0	0	0	3460867
1036719	NA	0.0	0	0	6617028
1048903	NA	0.0	0	0	5368281
1139_U	NA	0.0	0	0	6316279
1036002	NA	0.0	0	0	4145616
1048918	NA	0.0	0	0	5641612
1286_BC	NA	0.0	0	0	5389871
1139_BV	NA	0.0	0	0	3821022
1048948	NA	0.0	0	0	3865680
1036575	NA	0.0	0	0	5600379
1035915	NA	0.0	0	0	1274645
1285_M	NA	0.0	0	0	5200449
1139_AC	NA	0.0	0	0	5348906
1036734	NA	0.0	0	0	2325618
1285_G	NA	0.0	0	0	4819785
1220_AG	NA	0.0	0	0	3539434
1030911	NA	0.0	0	0	2001077
1036659	NA	0.0	0	0	5549747
1220_CD	NA	0.0	0	0	6225796
1139_P	NA	0.0	0	0	7026080
1286_V	NA	0.0	0	0	6064551
1220_BW	NA	0.0	0	0	3594566
1049077	NA	0.0	0	0	4203003
1048765	NA	0.0	0	0	3638028
1048657	NA	0.0	0	0	3826005
1285_BE	NA	0.0	0	0	4709297
1036779	NA	0.0	0	0	5341403
1036758	NA	0.0	0	0	4030129
1220_R	NA	0.0	0	0	5807734
1285_BN	NA	0.0	0	0	4490343
1285_E	NA	0.0	0	0	4157492
1036671	NA	0.0	0	0	2664356
1036572	NA	0.0	0	0	2872854
1036665	NA	0.0	0	0	2814524
1036560	NA	0.0	0	0	2753972
1048777	NA	0.0	0	0	6993637
1220_CI	NA	0.0	0	0	3544923
1036761	NA	0.0	0	0	3960448
1030818	NA	0.0	0	0	4252841
1049053	NA	0.0	0	0	4828298
1139_CL	NA	0.0	0	0	4990259
1048999	NA	0.0	0	0	7933412
1286_CC	NA	0.0	0	0	4410540
1030857	NA	0.0	0	0	5418821
1030875	NA	0.0	0	0	3642180
1286_N	NA	0.0	0	0	3599646
1287_Y	NA	0.0	0	0	4032271
1048894	NA	0.0	0	0	5277401
1139_BS	NA	0.0	0	0	3923770
1030794	NA	0.0	0	0	9417641
1285_CM	NA	0.0	0	0	5864153
1286_BR	NA	0.0	0	0	5384692
1286_AU	NA	0.0	0	0	4533054
1287_CL	NA	0.0	0	0	5435867
1048930	NA	0.0	0	0	4407838
1036581	NA	0.0	0	0	3960665
1030704	NA	0.0	0	0	3098414
1285_AZ	NA	0.0	0	0	4201623
1286_CO	NA	0.0	0	0	4466044
1030761	NA	0.0	0	0	3031737
1285_H	NA	0.0	0	0	3630774
1286_BQ	NA	0.0	0	0	5447694
1365_G	NA	0.0	0	0	3675225
1139_BO	NA	0.0	0	0	5016797
1286_AQ	NA	0.0	0	0	2971967
1286_C	NA	0.0	0	0	4312366
1048990	NA	0.0	0	0	3274777
1286_K	NA	0.0	0	0	3806186
1036551	NA	0.0	0	0	3113870
1139_AH	NA	0.0	0	0	5629557
1030713	NA	0.0	0	0	2483130
1048576	NA	0.0	0	0	2911302
1286_M	NA	0.0	0	0	3890708
1030872	NA	0.0	0	0	4748324
1036545	NA	0.0	0	0	4236285
1049086	NA	0.0	0	0	4548631
1048960	NA	0.0	0	0	3908047
1287_AA	NA	0.0	0	0	6465663
1139_AX	NA	0.0	0	0	6500254
1285_CR	NA	0.0	0	0	4190901
1286_CL	NA	0.0	0	0	2941264
1036602	NA	0.0	0	0	2513181
1010920	NA	0.0	0	0	4530266
1139_CC	NA	0.0	0	0	3352209
1287_CM	NA	0.0	0	0	6364644
1048891	NA	0.0	0	0	3735544
1036008	NA	0.0	0	0	3508055
1030839	NA	0.0	0	0	6344653
1048876	NA	0.0	0	0	8996823
1220_AF	NA	0.0	0	0	4525446
1287_H	NA	0.0	0	0	4042744
1021_L	NA	0.0	0	0	5241012
1287_BL	NA	0.0	0	0	4406635
1285_AG	NA	0.0	0	0	5312559
1220_AH	NA	0.0	0	0	4344214
1285_AF	NA	0.0	0	0	6733218
1036677	NA	0.0	0	0	3196223
1036746	NA	0.0	0	0	2406712
1048771	NA	0.0	0	0	3915480
1030830	NA	0.0	0	0	4899927
1048984	NA	0.0	0	0	6073581
1036713	NA	0.0	0	0	4394786
1285_L	NA	0.0	0	0	5533689
1048882	NA	0.0	0	0	7638482
1286_W	NA	0.0	0	0	4875236
1286_BT	NA	0.0	0	0	3203542
1139_BI	NA	0.0	0	0	4804273
1048933	NA	0.0	0	0	4635496
1286_CK	NA	0.0	0	0	5113333
1036599	NA	0.0	0	0	4320165
1036725	NA	0.0	0	0	2120985
1287_AT	NA	0.0	0	0	6703149
1365_H	NA	0.0	0	0	3425264
1286_CJ	NA	0.0	0	0	6844862
1036590	NA	0.0	0	0	4190420
1036806	NA	0.0	0	0	3596730
1035984	NA	0.0	0	0	2780066
1220_M	NA	0.0	0	0	5270789
1049047	NA	0.0	0	0	3177054
1036593	NA	0.0	0	0	4296833
1220_AQ	NA	0.0	0	0	4388483
1030860	NA	0.0	0	0	4814706
1286_BG	NA	0.0	0	0	5167125
1036773	NA	0.0	0	0	2978214
1036668	NA	0.0	0	0	3474946
1287_CK	NA	0.0	0	0	3637299
1286_AX	NA	0.0	0	0	4142539
1285_BI	NA	0.0	0	0	3870877
1036650	NA	0.0	0	0	4974095
1048873	NA	0.0	0	0	8767230
1220_BK	NA	0.0	0	0	3715358
1049017	NA	0.0	0	0	7015325
1035912	NA	0.0	0	0	953746
1035924	NA	0.0	0	0	872080
1049044	NA	0.0	0	0	4846079
1220_V	NA	0.0	0	0	6310319
1285_O	NA	0.0	0	0	5684790
1220_Y	NA	0.0	0	0	3604941
1036542	NA	0.0	0	0	5236188
1036563	NA	0.0	0	0	3708799
1049074	NA	0.0	0	0	5119949
1220_BV	NA	0.0	0	0	7094793
1021_U	NA	0.0	0	0	5815714
1139_AK	NA	0.0	0	0	4445912
1048924	NA	0.0	0	0	5047472
1053046	NA	0.0	0	0	5380322
1285_AO	NA	0.0	0	0	4701792
1286_AM	NA	0.0	0	0	7705122
1030791	NA	0.0	0	0	4267703
1287_AG	NA	0.0	0	0	3865273
1286_CF	NA	0.0	0	0	4045422
1021_S	NA	0.0	0	0	5464080
