Genomic bins	SRR5258708	SRR5258706	SRR5260221	SRR5260370	SRR5258707	SRR5258705
bin.48	1.49057155321	3.35270988819	2.27130465217	1.20008381552	2.26299087476	6.76855758725
bin.93	0.956774374152	4.83231066619	2.445308211	0.382239188314	1.4599141255	0.883983853359
bin.29	3.96020376808	7.22866040743	3.61581447814	2.0013449339	4.66587197307	2.86614373502
bin.112	0.557269426329	4.38915499169	1.47003465417	0.375632867253	0.833571660719	1.07914276138
bin.78	0.858279044457	3.56996001627	0.668874949673	1.23855828973	1.55657009504	9.84906382189
bin.110	0.933317757111	3.76278697288	0.746494605283	0.720420314988	1.55472664603	4.31490837562
bin.64	2.45324357296	2.08478664676	0.859303803774	7.72467530971	1.56832343135	4.41861880004
bin.61	1.59591632282	5.17538480326	5.93644694542	0.648202367549	2.23698100275	2.58410412774
bin.66	0.680649766908	0.62338527234	0.206157667504	0.50693732753	1.30249861843	9.09880330017
bin.73	3.23007269345	4.05752972755	4.5081910859	1.24206959318	4.37989524075	3.60798530002
bin.86	1.53882558055	6.43645038622	3.11755682721	0.726770473589	2.3218356391	1.93997662256
bin.76	1.01363775175	5.07916012241	0.489002558731	0.5538724043	1.31540351692	2.28999317968
bin.9	2.37734804775	3.35018629397	5.29509906872	1.43971763145	3.47514095677	1.15070493123
bin.52	4.37145116287	2.05392489933	0.938538483995	0.467807816501	0.768452664952	1.36796591174
bin.36	0.449321396479	3.5218104513	0.544274706988	0.356077920146	1.00794501462	1.98006380975
bin.120	1.03006534328	0.884630028222	0.479257693523	3.51870260013	1.41154624182	1.6005908495
bin.136	0.417139632717	0.737552775348	0.249635557005	0.334892005267	0.662496171416	4.91409392089
bin.27	2.99154607265	1.94783702107	4.06150562916	2.42865565102	2.40904754924	2.58173146197
bin.15	1.03711140782	0.669128965101	0.681559002865	6.73035614611	1.09016934087	1.14285286193
bin.17	3.86485758844	5.46988044015	31.5036714028	0.63634035462	6.32665197443	1.24121047497
bin.49	0.504413197404	5.41214985605	4.6526948413	0.139731589883	0.990636149086	0.844217859426
bin.40	0.280780604881	0.0862668259549	7.78299475581	0.0976964609889	0.46215022431	0.0797515395129
bin.118	0.622255354666	6.2088742456	0.53225060518	0.483861248715	1.18365687171	3.68326109197
bin.94	2.66527387855	0.308044133458	1.06222843298	4.29820501966	6.33287543679	0.381746657996
bin.103	1.19858773907	9.90111096244	6.27795843058	0.460271930297	1.98524144706	1.7831137105
bin.104	2.49274259879	0.343653643814	0.761007424795	1.43806669133	0.524332508557	0.0973930297397
bin.106	0.655687703946	6.13070008592	1.41527585911	0.370101692225	1.1710480323	1.34045704674
bin.79	1.19702195212	3.65614290962	0.697084254741	1.07642598011	1.56052108753	1.20120953883
bin.18	1.54222694085	3.79879514761	1.030071193	1.47248008359	2.42629928369	21.1972687168
bin.28	0.211548087622	0.63894601848	0.220154864784	0.0932139574761	0.333238397205	7.13384715344
bin.116	4.05434540577	3.12440292277	5.51757186398	3.39776540691	6.81500311378	3.36024763775
bin.35	0.514228358749	2.12891001841	3.55965001943	0.227664876207	1.34127437441	0.873833144598
bin.30	9.10899281906	0.990905400573	0.950806003565	4.55898872112	5.37786924809	0.812324623905
bin.60	1.59600918052	0.875645326967	5.20671062187	2.06722807387	2.18552071593	0.485649167146
bin.88	1.22324325069	0.149020767114	0.204719814928	0.343824478782	1.37075968651	0.234367701265
bin.16	1.01887271099	1.27965687553	0.524759107329	1.38936976914	1.98301338505	9.02124535207
bin.77	3.79093125501	5.04672644132	4.06305924345	4.39877461557	3.86103134705	3.87909641696
bin.127	0.373972750425	25.7166238446	1.94454010279	0.134926945989	1.39428172978	0.976289265011
bin.39	1.86765030328	0.961403243456	0.701674751866	0.830510952719	1.5810838789	1.40177420592
bin.24	0.769354998187	0.650339490378	0.443762867094	4.79273362432	0.650203142519	0.487646474181
bin.98	1.10290135858	1.52205844515	4.15411546862	0.625033181316	2.02605019009	0.556798035744
bin.55	7.90905328385	0.395757364709	0.30695885324	0.491910288354	0.390262065	0.178654681846
bin.50	10.8536851896	0.183331644488	0.171216925302	0.306385817567	0.15605971118	0.181189872429
bin.71	1.98420789323	1.52633928916	6.99004129807	1.36616169839	5.80079582567	3.73216690999
bin.105	0.0955275773806	8.30737638575	0.253283532435	0.0304477497065	0.181119388246	0.0331797387065
bin.92	3.25460776926	2.49540535862	3.03031993662	2.02303728121	2.1379892902	1.58719106374
bin.99	0.230209775801	0.130302262862	6.2447172531	0.133817282902	0.295837546365	0.0718044776273
bin.107	2.45364072181	0.0764053911363	0.0670569045265	0.0839611435055	0.0429860226189	0.0366963731834
bin.133	3.08659788893	0.421376015623	0.361639979398	1.24583193614	0.550858446871	0.366563921947
bin.117	1.11691096503	1.13204665403	0.613764923799	3.02237744615	1.2057393856	0.897651072739
bin.87	12.6041909317	29.4764016221	21.9498870144	2.94107186536	8.96956350525	9.30523256523
bin.67	1.46282217453	0.251588476489	0.214954217582	2.86796916895	0.184803005418	0.224508136008
bin.113	11.4047447978	0.0746244241455	0.0739233861768	0.192211368457	0.0340965189065	0.0392099874405
bin.2	2.17548508083	1.64141890886	6.63387936771	1.48916759258	3.08364811079	0.992901269652
bin.5	1.25479569383	1.02740820646	4.56094641442	0.853542202785	1.65137119748	0.888146444734
bin.11	2.06497437458	0.150251243319	0.179034767693	0.189443262598	0.188157069598	0.176441913486
bin.31	1.49723171444	5.71869507047	8.98607096981	0.398122778649	2.51487506528	1.55208395869
bin.7	3.96100548663	3.20445244396	2.83718693044	2.7367722242	5.25036113564	4.33348715955
bin.58	0.44495446927	2.23084956258	2.41247491246	0.253114564144	1.14568313871	1.73918094493
bin.72	0.56790872375	1.98805229154	6.93966481382	0.350502723895	1.45470548933	1.33140997646
bin.69	1.5166377049	4.22299479679	5.49061498173	0.959592965642	2.66021860139	0.892518369616
bin.123	0.595541903414	0.176495545394	0.274965179051	0.405469849301	4.33049402323	0.0724033405751
bin.131	1.90266293422	1.43059560937	0.715626811483	1.53697266268	3.12485948861	0.763259482311
bin.21	0.885829573245	4.81463797368	1.8770500088	0.449719454202	0.899529861627	0.663723084326
bin.65	0.15650061395	3.29068725906	0.191037535592	0.0757135968123	0.397489540601	1.39614812422
bin.51	1.49820977785	1.51039144252	4.72884059721	0.490887920661	2.01767711246	0.658033288116
bin.109	0.608705997848	3.28120583647	2.76708001971	0.38147206307	1.36796025442	2.17467014926
bin.111	1.00380780443	12.9532757531	6.82412441267	0.298911007892	1.16745817854	0.745760331533
bin.75	0.360344510627	4.03668820139	0.519254821513	0.218510249011	0.911913158786	0.724605056269
bin.125	0.794400091693	1.57890454481	4.91486726747	0.377843602756	2.28497263323	0.620313701346
bin.135	16.7362480439	10.3416971958	24.5821486971	8.96859550855	14.8351456595	2.41219212712
bin.100	1.68940184621	2.57304501798	15.7685011394	0.960779817041	4.08171984408	2.88629628393
bin.115	8.84326099928	2.14273823497	26.4829463378	5.41046949823	9.47086384697	2.40466131347
bin.47	1.01551797598	4.20579032808	1.16289341061	0.482451931333	1.05634506462	1.65133753136
bin.57	1.13296263537	0.458324874471	0.546731632469	14.5121440845	1.71186974962	0.420650304477
bin.23	1.03309712178	0.196772252685	0.458223053615	1.47907003372	1.77696361118	2.01351217905
