genome	precision	recall	predicted_size	correctly_predicted	real_size
1286_CK	0.9889529368103146	0.9912059316301128	5124982	5068366	5113333
1286_CO	0.9993920101143509	0.9911807855005459	4429350	4426657	4466044
1048894	1.0	0.9911693274776732	5230798	5230798	5277401
1030788	0.8753521200537318	0.9908811175358132	3436328	3007997	3035679
1048786	0.9816529419125322	0.9908710302951331	5050728	4958062	5003741
1220_AL	0.9991096502466834	0.9907649874399271	4612794	4608687	4651645
1048771	0.9979703075133359	0.9905337276655736	3886303	3878415	3915480
1036677	1.0	0.9905078588070982	3165884	3165884	3196223
1049065	0.9945792657180115	0.9904727617715553	3753735	3733387	3769298
1021_U	1.0	0.9903771058893198	5759750	5759750	5815714
1285_BT	1.0	0.9903561755172222	5166500	5166500	5216810
1036002	0.9887622912063574	0.9902007325328733	4151647	4104992	4145616
1035912	0.8219938038021569	0.9900759741063134	1148769	944281	953746
1139_BO	0.9671517750870874	0.9899531513832431	5135072	4966394	5016797
1049008	1.0	0.9899041622377784	5126778	5126778	5179065
1139_CL	0.9987089206386496	0.9899011253724506	4946249	4939863	4990259
1285_T	0.9995872268623885	0.9894795072496908	3696946	3695420	3734711
1036548	0.9607007695552183	0.9892557620016074	6244906	5999486	6064646
1036587	0.9993576215278843	0.9891431127546603	3912024	3909511	3952422
1049047	0.9993344230182151	0.9891386800476164	3144640	3142547	3177054
1048990	1.0	0.9890929977827498	3239059	3239059	3274777
1220_R	0.9997378650307773	0.9889616156662823	5745132	5743626	5807734
1286_AD	1.0	0.9888294618376181	4275397	4275397	4323695
1285_G	0.9943790460987914	0.9887343522584514	4792425	4765487	4819785
1021_G	0.9989342253471728	0.9886622544862846	6187049	6180455	6251331
1048954	0.9829280540044442	0.9885500815003913	4566439	4488481	4540469
1048891	1.0	0.988372777833697	3692110	3692110	3735544
1049053	1.0	0.9883700219000567	4772145	4772145	4828298
1286_AM	0.904992993157633	0.9883273749591506	8414632	7615183	7705122
1048948	1.0	0.9882338941660975	3820196	3820196	3865680
1286_BL	1.0	0.9881860750932709	3293389	3293389	3332762
1036764	0.9698642433124036	0.9880150764062436	2486581	2411646	2440900
1139_BS	0.8937570741116737	0.9879093320964276	4337117	3876329	3923770
1049041	0.9996334309361544	0.9877672760285527	4924038	4922233	4983191
1139_AH	0.9526406539063947	0.9876068401119307	5836187	5559789	5629557
1035945	0.9829334515237325	0.9874821250079827	2847383	2798788	2834267
1036746	0.9991744254413228	0.9871455329927303	2377738	2375775	2406712
1030803	0.8619332522680803	0.9870859971323248	2662053	2294512	2324531
1220_BU	1.0	0.9870466589373385	8964644	8964644	9082290
1036596	0.9383218220707579	0.9869729926490983	5293801	4967289	5032852
1036710	0.9988063150649259	0.986615472598014	4919221	4913349	4980004
1287_AT	0.9954852457614719	0.9865685515867244	6643108	6613116	6703149
1036725	0.9410913942844495	0.9863195637875798	2222918	2091969	2120985
1286_BX	0.9852532175481741	0.9859727775379459	4587577	4519925	4584229
1036761	0.9988659799616383	0.9859159872822468	3909102	3904669	3960448
1286_CH	0.9951504692815805	0.9858164585123214	6314013	6283393	6373796
1030734	0.9740071912572431	0.9853717024470932	5086176	4953972	5027516
1286_AY	1.0	0.9852101465108953	3471851	3471851	3523970
1048900	1.0	0.984993781618298	5110787	5110787	5188649
1139_CH	0.9807420644523454	0.9849766947793761	3867912	3793424	3851283
1365_D	1.0	0.9849300226445833	2747155	2747155	2789188
1220_AA	0.9945345283020272	0.9846379973111202	5377212	5347823	5431258
1030917	1.0	0.9844040420873814	2929866	2929866	2976284
1036545	1.0	0.9837558143514896	4167470	4167470	4236285
1030710	0.8479730908755222	0.9835565131285433	5329642	4519393	4594950
1030764	1.0	0.9835107548097608	4638220	4638220	4715983
1049026	1.0	0.9834966288570796	3274196	3274196	3329138
1030872	0.9994550580183418	0.9834019329767725	4672057	4669511	4748324
1049038	1.0	0.9833854519076617	3226468	3226468	3280980
1287_CG	1.0	0.9833838592205806	6492847	6492847	6602556
1285_AN	1.0	0.9832173584702106	4228751	4228751	4300932
1286_CC	0.9977241774906865	0.9831517229182821	4346121	4336230	4410540
1365_B	1.0	0.9831169510589507	3382581	3382581	3440670
1021_BD	0.9798149682704921	0.9828302767930353	6235363	6109502	6216233
1036611	0.9892397723081369	0.9827053925858885	2629870	2601572	2647357
1285_AZ	1.0	0.9825465064333473	4128290	4128290	4201623
1036623	1.0	0.9825208544738255	2106902	2106902	2144384
1036572	0.9369126522974643	0.9822758135289854	3011951	2821935	2872854
1010920	1.0	0.9819209291463239	4448363	4448363	4530266
1048765	0.9848818294108564	0.9818855159993272	3626960	3572127	3638028
1285_A	1.0	0.9812732436925206	6432514	6432514	6555273
1286_H	0.9982609348262125	0.9809461484004229	4956686	4948066	5044177
1220_AH	0.9907939002409366	0.9807785712213993	4300301	4260712	4344214
1285_CM	0.9755851492797268	0.9804952224131942	5893667	5749774	5864153
1053043	0.9933917769309935	0.9803017420966852	4779651	4748066	4843474
1365_G	0.9995465731027386	0.980085300899945	3603668	3602034	3675225
1139_BL	0.9996809319246746	0.979938216408963	5042811	5041202	5144408
1049044	1.0	0.9792066947319679	4745313	4745313	4846079
1030773	0.9779922673003846	0.9791922367252102	2563917	2507491	2560775
1030713	1.0	0.9791629918691329	2431389	2431389	2483130
1035996	1.0	0.9787208044094768	3492206	3492206	3568133
1287_BZ	0.9987551475876458	0.9776506255430049	6711639	6703284	6856523
1285_BI	1.0	0.977262000316724	3782861	3782861	3870877
1030965	1.0	0.9772072262461073	4656411	4656411	4765019
1048933	1.0	0.9771791411318228	4529710	4529710	4635496
1036632	1.0	0.9771518724134931	4100183	4100183	4196055
1287_AV	0.9907941293221343	0.9769209924202115	3791385	3756482	3845226
1036593	0.9994996738711883	0.9768031478067684	4199261	4197160	4296833
1220_AG	1.0	0.9761622903548985	3455062	3455062	3539434
1287_CK	0.9919462164240497	0.975624220059995	3577449	3548637	3637299
1285_CH	1.0	0.9752221330400322	4193029	4193029	4299563
1220_Z	0.9922827701694955	0.9750607229945706	5756081	5711660	5857748
1220_AC	0.9860160614716257	0.9744913666702851	8221289	8106323	8318517
1036722	0.8778352048535416	0.974154217654423	2242651	1968678	2020910
1030767	0.8459387849115103	0.9738838609712294	1634597	1382769	1419850
1036560	0.8738572818587943	0.9734358228769211	3067795	2680815	2753972
1036620	1.0	0.972528735546306	3905017	3905017	4015323
1035933	1.0	0.9725159937082306	2437871	2437871	2506767
1035987	1.0	0.971911933671388	1972643	1972643	2029652
1365_F	0.9775647045642333	0.9716281829660176	3668327	3586027	3690740
1139_BQ	0.9991950998267746	0.9714215025407331	6369734	6364607	6551849
1287_AA	0.9997566881674445	0.9704140163197494	6275897	6274370	6465663
1036602	1.0	0.9693993389254495	2436276	2436276	2513181
1030875	0.9962773477513679	0.9693419874910081	3543710	3530518	3642180
1036653	1.0	0.9684611899714234	5243798	5243798	5414567
1035897	1.0	0.968292020601445	3173519	3173519	3277440
1220_M	0.9959192348067608	0.968190720592306	5124039	5103129	5270789
1285_BK	1.0	0.9664014826342647	3344587	3344587	3460867
1286_K	0.998396185003609	0.9644723090253603	3676858	3670961	3806186
1049074	1.0	0.9642908552409408	4937120	4937120	5119949
1030797	0.9872110802499281	0.9641023764480012	4003231	3952034	4099185
1048957	0.9836989729920571	0.9639604132980347	4070173	4003825	4153516
1286_X	1.0	0.9636362216164283	4317866	4317866	4480805
1287_CC	0.9994989893204304	0.9635343825626606	6005860	6002851	6230033
1030770	0.998924879829713	0.9632922533797403	2401592	2399010	2490428
1030830	0.9707105180613289	0.9618951466011636	4855429	4713216	4899927
1285_Y	0.9578642947126641	0.9615848335094457	4985819	4775738	4966528
1030809	0.9765827077280185	0.9615758114587301	3493017	3411220	3547531
1030818	0.997416010581959	0.9609933689032814	4097540	4086952	4252841
1285_K	1.0	0.960843683545861	5357870	5357870	5576214
1220_AQ	0.9745822940971384	0.9605490097603203	4325292	4215353	4388483
1286_BR	0.9992469827123003	0.9601210245637076	5173852	5169956	5384692
1220_G	0.973913414702957	0.9592739517054344	6043451	5885798	6135680
1030860	0.9991296674264121	0.9582632875195287	4617775	4613756	4814706
1030935	0.9868486698867468	0.957939647058621	6201502	6119944	6388653
1286_BC	0.9997092302447038	0.9574735647662068	5162160	5160659	5389871
1030821	1.0	0.9573787694888555	3932103	3932103	4107155
1036692	1.0	0.9572053405298444	2074241	2074241	2166976
1021_S	0.953638393085348	0.9559854540929122	5477528	5223581	5464080
1286_BQ	1.0	0.9556072716272243	5205856	5205856	5447694
1286_W	0.9994078054631288	0.9550682264407303	4658942	4656183	4875236
1286_CJ	0.9353015622980241	0.9545421076421994	6985671	6533709	6844862
1285_BQ	0.9986100832575417	0.9527476040775748	7129204	7119295	7472383
1035972	1.0	0.9525012812421908	2248846	2248846	2360990
1021_Y	0.99289791699988	0.9523842394405748	5308161	5270462	5533966
1285_BU	0.9689350607135655	0.9514034367777949	4651514	4507015	4737228
1030890	0.9988989021259201	0.9509506452302069	3194993	3191475	3356089
1220_AK	0.9904389134170721	0.950092328808733	4383393	4341483	4569538
1286_CL	1.0	0.9498460525814751	2793748	2793748	2941264
1286_CQ	1.0	0.9495047117503893	3925882	3925882	4134663
1048780	1.0	0.9492449172428715	7817778	7817778	8235786
1287_BL	1.0	0.9482634708797075	4178651	4178651	4406635
1049086	0.9989988858231714	0.9479489543117479	4316191	4311870	4548631
1036671	0.9865951292040213	0.9473872860833913	2558473	2524177	2664356
1036776	0.9396516806777367	0.9472430831619386	2459008	2310611	2439301
1036578	1.0	0.9469854621818642	2591117	2591117	2736174
1285_Z	0.9995663291564412	0.9468182716214101	3691740	3690139	3897410
1036542	0.9982618911833044	0.9460441450918111	4962290	4953665	5236188
1036605	0.9758121968339777	0.9453492672362662	4581648	4470828	4729287
1030785	0.844334954278669	0.9446650743363256	3223222	2721479	2880893
1021_F	0.9996615063642931	0.9442225597282566	4732733	4731131	5010610
1036581	0.9878978050974783	0.9434678267412164	3782537	3736760	3960665
1049014	1.0	0.9423512169798942	5594693	5594693	5936951
1139_AK	0.9991444779058195	0.9409396767187475	4186917	4183335	4445912
1036668	1.0	0.9388191931615628	3262346	3262346	3474946
1035936	1.0	0.9367965512326866	2359724	2359724	2518929
1139_CC	0.9987187200322055	0.935444657537761	3139829	3135806	3352209
1286_AJ	0.9876643031552957	0.9348331284912291	3110485	3072115	3286271
1286_L	0.899061216899535	0.9339938408415864	5280666	4747642	5083162
1036779	0.8977273463464566	0.9339377687847181	5556852	4988538	5341403
1030956	0.9937483478084114	0.9336615520897454	3945517	3920851	4199435
1036752	1.0	0.9319037430908167	3593008	3593008	3855557
1030833	0.9996437962522418	0.9261724026011829	5092591	5090777	5496576
1035978	1.0	0.9253747122944163	2363246	2363246	2553826
1030749	0.9925083821008017	0.9247937710727113	4065210	4034755	4362870
1286_BY	0.9972058714365445	0.9209092536335742	3637270	3627107	3938615
1030707	1.0	0.9197245447849605	3661199	3661199	3980756
1287_B	0.9843573460729124	0.9194746847396517	6350393	6251056	6798508
1139_P	0.9950949035889528	0.9188507674265024	6487742	6455919	7026080
1036773	1.0	0.9177366032125294	2733216	2733216	2978214
1036698	0.8643730584030699	0.9149691816898802	3620409	3129384	3420207
1048951	1.0	0.9128166786919681	3981375	3981375	4361637
1287_BV	0.9957453999178364	0.9122743441338088	4254924	4236821	4644240
1036806	0.9880357383487745	0.9071642853369588	3302335	3262825	3596730
1286_CG	1.0	0.90502024764192	3457133	3457133	3819951
1139_F	0.9829090233806002	0.9040174324638561	3828687	3763251	4162808
1365_E	0.9980815664860714	0.8971424232861	4688200	4679206	5215678
1220_CC	0.9893278086036769	0.8964679281407432	6198071	6131924	6840093
1285_AW	0.9993072557311373	0.8955580684636755	3953840	3951101	4411887
1287_CL	0.9864835012500527	0.8954411504181393	4934192	4867499	5435867
1036650	0.9976157642537296	0.8944495430827115	4459710	4449077	4974095
1021_L	0.9981764704126354	0.8931965811183031	4689806	4681254	5241012
1049002	0.9996555719358367	0.888542313784546	4372466	4370960	4919248
1139_AC	0.9862282312426806	0.8871701989154418	4811655	4745390	5348906
1285_AT	0.9056527058451876	0.8857346733167374	4355737	3944785	4453687
1285_M	1.0	0.8836294712245039	4595270	4595270	5200449
1139_BY	0.9995265920869233	0.8797497037092464	5834292	5831530	6628624
1048768	0.9093380328380268	0.8787343293242974	3224737	2932376	3337045
1030815	1.0	0.87857307989311	3127649	3127649	3559919
1036617	0.9138193381754125	0.8768164312155426	2771399	2532558	2888356
1036584	0.9994249927436065	0.874713646653861	2725183	2723616	3113723
1286_C	1.0	0.8704379452022394	3753647	3753647	4312366
1285_AO	0.9686089598224088	0.8660206576556343	4203811	4071849	4701792
1285_AF	0.9822683678511724	0.8540788371919638	5854509	5750699	6733218
1285_AG	0.9996400948518493	0.8490589939801139	4512300	4510676	5312559
1035948	1.0	0.8474594168675651	2744738	2744738	3238784
1035999	1.0	0.8444064421566189	1537616	1537616	1820943
1220_BC	0.9907329742502624	0.8427865333689607	8111772	8036600	9535748
1021_W	1.0	0.8415419598728321	4160862	4160862	4944331
1036665	0.9660435350435703	0.8373241798613194	2439506	2356669	2814524
1021_AH	1.0	0.8339947591541687	4805517	4805517	5762047
1287_CM	0.9725901233159185	0.8249510891732514	5398492	5250520	6364644
1049017	1.0	0.8199943694696967	5752527	5752527	7015325
1139_BE	0.9981361152592669	0.8136314070002393	5205794	5196091	6386296
1285_BY	1.0	0.8064420479003526	3522055	3522055	4367400
1139_U	0.9436682655862003	0.800747085427987	5359661	5057742	6316279
1285_AH	1.0	0.7906005919960295	2472246	2472246	3127048
1030722	1.0	0.7795484255728192	2478331	2478331	3179188
1286_N	1.0	0.7701301739115457	2772196	2772196	3599646
1036713	0.9826766052839473	0.7670371208063373	3430390	3370964	4394786
1036599	1.0	0.6433670936179521	2779452	2779452	4320165
1030839	1.0	0.5906945580790628	3747752	3747752	6344653
1286_E	NA	0.0	0	0	5747837
1036689	NA	0.0	0	0	6461802
1285_CI	NA	0.0	0	0	7575015
1139_AR	NA	0.0	0	0	4605436
1286_AC	NA	0.0	0	0	5495260
1220_AZ	NA	0.0	0	0	6648774
1285_CO	NA	0.0	0	0	4761644
1139_J	NA	0.0	0	0	4494273
1049080	NA	0.0	0	0	6110985
1049068	NA	0.0	0	0	3591095
1048936	NA	0.0	0	0	6733914
1220_CK	NA	0.0	0	0	4016903
1048864	NA	0.0	0	0	8109299
1285_CC	NA	0.0	0	0	2879580
1220_BA	NA	0.0	0	0	6432480
1285_BJ	NA	0.0	0	0	3933177
1035990	NA	0.0	0	0	5825138
1030824	NA	0.0	0	0	2114333
1048918	NA	0.0	0	0	5641612
1036734	NA	0.0	0	0	2325618
1036659	NA	0.0	0	0	5549747
1220_CI	NA	0.0	0	0	3544923
1036794	NA	0.0	0	0	3504004
1030704	NA	0.0	0	0	3098414
1286_AQ	NA	0.0	0	0	2971967
1048906	NA	0.0	0	0	4481558
1139_AX	NA	0.0	0	0	6500254
1285_CR	NA	0.0	0	0	4190901
1048984	NA	0.0	0	0	6073581
1048882	NA	0.0	0	0	7638482
1286_BT	NA	0.0	0	0	3203542
1286_BG	NA	0.0	0	0	5167125
1286_AX	NA	0.0	0	0	4142539
1048873	NA	0.0	0	0	8767230
1285_O	NA	0.0	0	0	5684790
1220_BV	NA	0.0	0	0	7094793
