genome	precision	recall	predicted_size	correctly_predicted	real_size
1036746	0.9991744254413228	0.9871455329927303	2377738	2375775	2406712
1036008	1.0	0.9867872653079841	3461704	3461704	3508055
1035912	1.0	0.9867721594638404	941130	941130	953746
1036710	0.9988063150649259	0.986615472598014	4919221	4913349	4980004
1286_W	1.0	0.986552240753063	4809675	4809675	4875236
1049023	1.0	0.9864740979761739	5839756	5839756	5919827
1036725	0.9410913942844495	0.9863195637875798	2222918	2091969	2120985
1220_BA	0.9997128073272907	0.9859884523543019	6344173	6342351	6432480
1286_BX	0.9909530188393818	0.9859727775379459	4561190	4519925	4584229
1048984	1.0	0.9858552968998026	5987672	5987672	6073581
1286_AY	1.0	0.9852101465108953	3471851	3471851	3523970
1048900	1.0	0.984993781618298	5110787	5110787	5188649
1139_AO	1.0	0.9849830473883593	5289619	5289619	5370264
1139_CH	0.9807420644523454	0.9849766947793761	3867912	3793424	3851283
1035996	0.9985022034945553	0.9846135219735364	3518502	3513232	3568133
1030917	1.0	0.9844040420873814	2929866	2929866	2976284
1036545	1.0	0.9837558143514896	4167470	4167470	4236285
1049026	1.0	0.9834966288570796	3274196	3274196	3329138
1286_AX	1.0	0.9834123468722926	4073824	4073824	4142539
1030872	0.9994550580183418	0.9834019329767725	4672057	4669511	4748324
1049038	1.0	0.9833854519076617	3226468	3226468	3280980
1287_CG	1.0	0.9833838592205806	6492847	6492847	6602556
1286_BG	0.9993145963444483	0.9833534121973051	5084595	5081110	5167125
1286_CH	0.9996991305255054	0.9831838044393012	6268499	6266613	6373796
1286_CC	0.9977241774906865	0.9831517229182821	4346121	4336230	4410540
1365_B	1.0	0.9831169510589507	3382581	3382581	3440670
1021_Y	1.0	0.982893281238085	5439298	5439298	5533966
1021_BD	0.9798149682704921	0.9828302767930353	6235363	6109502	6216233
1036611	0.9892397723081369	0.9827053925858885	2629870	2601572	2647357
1035933	1.0	0.9826641247471345	2463310	2463310	2506767
1285_AZ	1.0	0.9825465064333473	4128290	4128290	4201623
1048765	0.9848818294108564	0.9818855159993272	3626960	3572127	3638028
1048930	1.0	0.9818407573055089	4327795	4327795	4407838
1285_A	1.0	0.9812732436925206	6432514	6432514	6555273
1286_BC	1.0	0.9812214429621785	5288657	5288657	5389871
1286_H	0.9982609348262125	0.9809461484004229	4956686	4948066	5044177
1036656	1.0	0.9808104721444372	3344600	3344600	3410037
1220_AH	0.9911433114240419	0.9807785712213993	4298785	4260712	4344214
1036734	0.9982899793930696	0.980503676872126	2284183	2280277	2325618
1365_G	0.9995465731027386	0.980085300899945	3603668	3602034	3675225
1139_BL	0.9996809319246746	0.979938216408963	5042811	5041202	5144408
1049044	1.0	0.9792066947319679	4745313	4745313	4846079
1030773	0.9793123191487783	0.9791922367252102	2560461	2507491	2560775
1030713	1.0	0.9791629918691329	2431389	2431389	2483130
1036764	1.0	0.9780724322995616	2387377	2387377	2440900
1030857	0.9996532619784969	0.9778868872029542	5300832	5298994	5418821
1036572	1.0	0.977780632082243	2809021	2809021	2872854
1287_BZ	0.9987551475876458	0.9776506255430049	6711639	6703284	6856523
1285_BI	1.0	0.977262000316724	3782861	3782861	3870877
1030965	1.0	0.9772072262461073	4656411	4656411	4765019
1048933	1.0	0.9771791411318228	4529710	4529710	4635496
1036632	1.0	0.9771518724134931	4100183	4100183	4196055
1287_AV	0.9918070248207729	0.9769209924202115	3787513	3756482	3845226
1030947	0.995963812499278	0.9768307392860941	9175986	9138950	9355715
1285_CM	1.0	0.9766239045945766	5727072	5727072	5864153
1030929	0.9764071260081355	0.9764467605917262	5863423	5725088	5863185
1220_AG	1.0	0.9761622903548985	3455062	3455062	3539434
1287_CK	0.9919462164240497	0.975624220059995	3577449	3548637	3637299
1220_AZ	1.0	0.9755813628196717	6486420	6486420	6648774
1030770	0.993977870577	0.9754419722232484	2443986	2429268	2490428
1048906	1.0	0.9752802485207154	4370775	4370775	4481558
1285_CH	1.0	0.9752221330400322	4193029	4193029	4299563
1030803	1.0	0.9749127888593441	2266215	2266215	2324531
1220_AC	0.9860160614716257	0.9744913666702851	8221289	8106323	8318517
1021_A	1.0	0.973887598023982	2839231	2839231	2915358
1048576	1.0	0.9738450356575855	2835157	2835157	2911302
1287_AT	0.9970639472592613	0.9732124408990461	6542798	6523588	6703149
1053043	1.0	0.9726601195753296	4711054	4711054	4843474
1036620	1.0	0.972528735546306	3905017	3905017	4015323
1036698	1.0	0.9721300494385281	3324886	3324886	3420207
1365_F	0.9775647045642333	0.9716281829660176	3668327	3586027	3690740
1139_BQ	0.9991950998267746	0.9714215025407331	6369734	6364607	6551849
1285_BJ	1.0	0.9712631798670642	3820150	3820150	3933177
1036602	1.0	0.9711580662117054	2440696	2440696	2513181
1287_AA	0.9997566881674445	0.9704140163197494	6275897	6274370	6465663
1035972	1.0	0.9701722582475996	2290567	2290567	2360990
1030875	0.9962773477513679	0.9693419874910081	3543710	3530518	3642180
1036722	1.0	0.9691955604158523	1958657	1958657	2020910
1286_CL	1.0	0.9691302786829064	2850468	2850468	2941264
1048762	1.0	0.9684751189929337	3170927	3170927	3274144
1036653	1.0	0.9684611899714234	5243798	5243798	5414567
1285_L	1.0	0.9683108320688062	5358331	5358331	5533689
1035897	1.0	0.968292020601445	3173519	3173519	3277440
1220_M	0.9959192348067608	0.968190720592306	5124039	5103129	5270789
1036623	1.0	0.9681479623052588	2076081	2076081	2144384
1285_BN	1.0	0.9674247602020603	4344069	4344069	4490343
1285_BK	1.0	0.9664014826342647	3344587	3344587	3460867
1036596	0.9993465157727143	0.9650444718024691	4860102	4856926	5032852
1286_K	0.998396185003609	0.9644723090253603	3676858	3670961	3806186
1049074	1.0	0.9642908552409408	4937120	4937120	5119949
1048957	0.9836989729920571	0.9639604132980347	4070173	4003825	4153516
1049014	1.0	0.963832445307364	5722226	5722226	5936951
1286_X	1.0	0.9636362216164283	4317866	4317866	4480805
1287_CC	0.9994989893204304	0.9635343825626606	6005860	6002851	6230033
1285_Y	0.9578642947126641	0.9615848335094457	4985819	4775738	4966528
1030797	1.0	0.9611691104451251	3940010	3940010	4099185
1285_K	1.0	0.960843683545861	5357870	5357870	5576214
1139_AX	1.0	0.9608326074642621	6245656	6245656	6500254
1220_AQ	0.9745822940971384	0.9605490097603203	4325292	4215353	4388483
1286_BR	0.9992469827123003	0.9601210245637076	5173852	5169956	5384692
1030707	1.0	0.9592881352185364	3818692	3818692	3980756
1220_BU	1.0	0.9586635088727623	8706860	8706860	9082290
1036761	0.9850953343845462	0.9586084705568663	3853961	3796519	3960448
1036692	1.0	0.9584577771050533	2076955	2076955	2166976
1030935	0.9868486698867468	0.957939647058621	6201502	6119944	6388653
1036794	1.0	0.9574483933237519	3354903	3354903	3504004
1030821	1.0	0.9573787694888555	3932103	3932103	4107155
1021_S	0.9536248891284828	0.9556935476786577	5475933	5221986	5464080
1286_BQ	1.0	0.9556072716272243	5205856	5205856	5447694
1036677	1.0	0.9552133878017898	3053075	3053075	3196223
1286_CJ	0.935919062171343	0.9545421076421994	6981062	6533709	6844862
1285_CC	1.0	0.9543190326367039	2748038	2748038	2879580
1285_BQ	0.9986100832575417	0.9527476040775748	7129204	7119295	7472383
1030788	0.9948883741478903	0.9524920124953923	2906316	2891460	3035679
1285_AG	0.9938159888831011	0.9509533917646844	5083432	5051996	5312559
1030890	0.9988989021259201	0.9509506452302069	3194993	3191475	3356089
1049017	1.0	0.9495806680374751	6661617	6661617	7015325
1286_CQ	1.0	0.9495047117503893	3925882	3925882	4134663
1048780	1.0	0.9492449172428715	7817778	7817778	8235786
1285_CI	1.0	0.9484312572318339	7184381	7184381	7575015
1287_BL	1.0	0.9482634708797075	4178651	4178651	4406635
1030824	1.0	0.9481444029866629	2004693	2004693	2114333
1049086	0.9989988858231714	0.9479489543117479	4316191	4311870	4548631
1036671	0.9865951292040213	0.9473872860833913	2558473	2524177	2664356
1030809	1.0	0.9470761495812158	3359782	3359782	3547531
1036578	1.0	0.9469854621818642	2591117	2591117	2736174
1036542	0.9982618911833044	0.9460441450918111	4962290	4953665	5236188
1286_AM	0.9976271258822312	0.94593855879245	7305908	7288572	7705122
1035945	0.9995324241829914	0.9458050353054247	2681918	2680664	2834267
1036752	0.9618647007508301	0.9457271673068249	3790871	3646305	3855557
1036605	0.9758121968339777	0.9453492672362662	4581648	4470828	4729287
1035999	0.9870819041605075	0.9442755758966646	1741975	1719472	1820943
1021_F	0.9996615063642931	0.9442225597282566	4732733	4731131	5010610
1035909	1.0	0.943131419388602	2676225	2676225	2837595
1030785	0.9871901622773368	0.9424161188909134	2750230	2715000	2880893
1139_AK	0.9991444779058195	0.9409396767187475	4186917	4183335	4445912
1030830	0.9841279433913873	0.940523195549648	4682821	4608495	4899927
1030815	1.0	0.9402691465732788	3347282	3347282	3559919
1036668	1.0	0.9388191931615628	3262346	3262346	3474946
1048936	1.0	0.938706077921399	6321166	6321166	6733914
1010920	1.0	0.9380056270426504	4249415	4249415	4530266
1035936	1.0	0.9367965512326866	2359724	2359724	2518929
1048774	0.9993041941034357	0.9358879586376532	3710805	3708223	3962251
1139_CC	0.9987187200322055	0.935444657537761	3139829	3135806	3352209
1286_AJ	1.0	0.9341302041128074	3069805	3069805	3286271
1036779	0.8977273463464566	0.9339377687847181	5556852	4988538	5341403
1030956	0.9937483478084114	0.9336615520897454	3945517	3920851	4199435
1030767	0.9987760171810363	0.9321829770750432	1325182	1323560	1419850
1286_L	0.9933774279007694	0.9320399389199086	4769295	4737710	5083162
1220_G	0.9941154145123436	0.931919526442057	5751807	5717960	6135680
1048657	1.0	0.9317557086308041	3564902	3564902	3826005
1286_AC	0.9751043564757017	0.9315477338651856	5249794	5119097	5495260
1030818	1.0	0.9290229754651067	3950987	3950987	4252841
1036560	0.9987976700753528	0.9278562018785957	2558366	2555290	2753972
1030833	0.9996437962522418	0.9261724026011829	5092591	5090777	5496576
1035978	1.0	0.9253747122944163	2363246	2363246	2553826
1030749	0.9925083821008017	0.9247937710727113	4065210	4034755	4362870
1048951	1.0	0.9230930955510511	4026197	4026197	4361637
1030710	1.0	0.9230133080882273	4241200	4241200	4594950
1286_BY	0.9972058714365445	0.9209092536335742	3637270	3627107	3938615
1036593	0.999468800566343	0.9200029417014811	3955200	3953099	4296833
1287_B	0.9846699400492441	0.9194746847396517	6348377	6251056	6798508
1036650	0.9979906057871339	0.9184185263852017	4577499	4568301	4974095
1036773	1.0	0.9177366032125294	2733216	2733216	2978214
1030734	0.9975826243331546	0.9166988230370624	4619886	4608718	5027516
1220_AK	0.9966569712087745	0.9163366187128764	4201280	4187235	4569538
1048954	1.0	0.9148847839287086	4154006	4154006	4540469
1030860	1.0	0.9131683222194668	4396637	4396637	4814706
1287_BV	0.9957453999178364	0.9122743441338088	4254924	4236821	4644240
1036806	0.9880357383487745	0.9071642853369588	3302335	3262825	3596730
1036659	1.0	0.906056077871658	5028382	5028382	5549747
1286_CG	1.0	0.90502024764192	3457133	3457133	3819951
1139_F	1.0	0.9040174324638561	3763251	3763251	4162808
1285_Z	1.0	0.8983096466627838	3501081	3501081	3897410
1365_E	0.9980815664860714	0.8971424232861	4688200	4679206	5215678
1220_CC	0.9893278086036769	0.8964679281407432	6198071	6131924	6840093
1285_AW	0.9993072557311373	0.8955580684636755	3953840	3951101	4411887
1287_CL	0.9864835012500527	0.8954411504181393	4934192	4867499	5435867
1021_L	0.9981764704126354	0.8931965811183031	4689806	4681254	5241012
1220_AA	0.9978890623485522	0.8909158798937558	4849030	4838794	5431258
1139_BY	1.0	0.8891412456039142	5893783	5893783	6628624
1049002	0.9996555719358367	0.888542313784546	4372466	4370960	4919248
1139_AC	0.9862282312426806	0.8871701989154418	4811655	4745390	5348906
1285_AT	0.9056527058451876	0.8857346733167374	4355737	3944785	4453687
1139_P	0.9962937259791138	0.8855492678705622	6245086	6221940	7026080
1048768	0.9093380328380268	0.8787343293242974	3224737	2932376	3337045
1036617	0.917265788381397	0.8768164312155426	2760986	2532558	2888356
1036584	0.9994249927436065	0.874713646653861	2725183	2723616	3113723
1286_C	1.0	0.8704379452022394	3753647	3753647	4312366
1285_AO	0.9686089598224088	0.8660206576556343	4203811	4071849	4701792
1030845	0.9354702139058396	0.8642241483377194	6122320	5727248	6627040
1139_CL	1.0	0.8623917115324075	4303558	4303558	4990259
1285_AF	0.9822683678511724	0.8540788371919638	5854509	5750699	6733218
1035948	1.0	0.8474594168675651	2744738	2744738	3238784
1220_BC	0.9907329742502624	0.8427865333689607	8111772	8036600	9535748
1021_W	1.0	0.8415419598728321	4160862	4160862	4944331
1287_CM	0.9725901233159185	0.8249510891732514	5398492	5250520	6364644
1220_Z	0.9991373061098083	0.8195251827152688	4804717	4800572	5857748
1030704	1.0	0.8174979199035377	2532947	2532947	3098414
1036581	1.0	0.8097496253785664	3207147	3207147	3960665
1139_BE	0.9984938858731138	0.8081595341023967	5168931	5161146	6386296
1285_BY	1.0	0.8064420479003526	3522055	3522055	4367400
1139_U	0.9436682655862003	0.800747085427987	5359661	5057742	6316279
1285_BU	0.9939320401112682	0.798006977920421	3803420	3780341	4737228
1285_AH	1.0	0.7906005919960295	2472246	2472246	3127048
1036665	0.9893918770151244	0.7887148945967417	2243658	2219857	2814524
1139_AH	0.9962450302535786	0.7829491734429548	4424270	4407657	5629557
1286_N	1.0	0.7701301739115457	2772196	2772196	3599646
1036713	0.9826766052839473	0.7670371208063373	3430390	3370964	4394786
1036776	0.9713548082164447	0.7144522139744132	1794158	1742764	2439301
1030839	1.0	0.5906945580790628	3747752	3747752	6344653
1036689	NA	0.0	0	0	6461802
1285_CO	NA	0.0	0	0	4761644
1139_J	NA	0.0	0	0	4494273
1049068	NA	0.0	0	0	3591095
1220_CK	NA	0.0	0	0	4016903
1048864	NA	0.0	0	0	8109299
1048918	NA	0.0	0	0	5641612
1220_CI	NA	0.0	0	0	3544923
1286_AQ	NA	0.0	0	0	2971967
1285_CR	NA	0.0	0	0	4190901
1048882	NA	0.0	0	0	7638482
1286_BT	NA	0.0	0	0	3203542
1285_O	NA	0.0	0	0	5684790
1220_BV	NA	0.0	0	0	7094793
